N_B,D_B,u,Q,z,z0,u_max,t,tn,td,reducible_loss,loss,C_train,C_att,C_quality,c,M,kkt_log_residual,bracket_expansions,logN_margin,C,L_ctx,cost,recipe,s_Q,keep,mapping,state,near_optimal_states,near_optimal_t_min,near_optimal_t_max,candidate_count,grid,share_train,share_att,share_quality,budget_relative_error,baseline_loss,baseline_N_B,baseline_D_B,loss_gain,reducible_gain_fraction
0.17423718564997895,4.325409974650113,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.6411592868907493,0.8231872162554705,1.4343577805357521,3.1241955506936057,4.521883564592295e+18,4.939102688152011e+18,5.3901374725569363e+17,1.2461564346840787e+17,-0.32240058955710055,4.6074255521943996e-14,0,0.9356324037901644,1e+19,32768,power,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.4521883564592295,0.49391026881520106,0.05390137472556936,0.0,3.141230674780817,0.16337528406908372,4.875794103672979,0.01703512408721153,0.011737086513893932
0.1718125834821478,4.439682985577376,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.6442212519477025,0.8172010649523356,1.4314934794397105,3.121331249597564,4.576760421562705e+18,4.999042849792223e+18,4.241967286450717e+17,9.554662574402379e+16,-0.3980629005964974,1.7819079545233762e-14,0,0.9496456588814333,1e+19,32768,logarithmic,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.4576760421562705,0.49990428497922235,0.042419672864507166,0.0,3.141230674780817,0.16337528406908372,4.875794103672979,0.01989942518325316,0.013710570803997794
0.10895163489674897,2.79961453372904,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.7521273438509407,0.9297762139990509,1.647459429260513,3.3372971994183667,1.830135483182871e+18,7.995983935058175e+18,1.7388058175895437e+17,6.2108758067971704e+16,-0.5717075064183399,3.3306690738754696e-15,0,0.9796227437689597,1e+19,131072,exponential,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.18301354831828712,0.7995983935058175,0.01738805817589544,0.0,3.3671545656485984,0.10675396678354974,2.907809368728097,0.02985736623023172,0.017800672067733118
0.11108461702288337,2.7004110535342187,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.7471858566693066,0.9392125524590834,1.6518622293420984,3.341699999499952,1.7998447661172582e+18,7.863641772817376e+18,3.365134610653679e+17,1.2461564346840787e+17,-0.4848324197794177,5.662137425588298e-15,0,0.9602345845642892,1e+19,131072,power,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.1799844766117258,0.7863641772817376,0.033651346106536785,2.048e-16,3.3671545656485984,0.10675396678354974,2.907809368728097,0.025454566148646496,0.015175765375436337
0.11010195031390711,2.745431339150114,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.7494464656113865,0.9348761095088444,1.64982890686391,3.3396666770217633,1.813664069360096e+18,7.924019229972217e+18,2.6231670066769002e+17,9.554662574402379e+16,-0.5396159963790748,2.1094237467877974e-15,0,0.9691200533886866,1e+19,131072,logarithmic,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.1813664069360096,0.7924019229972217,0.026231670066769002,4.096e-16,3.3671545656485984,0.10675396678354974,2.907809368728097,0.027487888626835044,0.01638801250946293
5.018370943402939,310.29054555918043,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.20454259344732248,0.2489376693814012,0.4441933257669874,2.1340310959248407,9.342918347081021e+21,6.378098924940644e+20,1.9271760424914088e+19,6.2108758067971704e+16,-0.1770451975049134,1.6697754290362354e-13,0,0.9977590538828733,1e+22,2048,exponential,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.9342918347081021,0.06378098924940644,0.001927176042491409,2.097152e-16,2.1431835539034494,5.0071376358424855,311.58715294570754,0.009152457978608641,0.0201886910759154
5.029629318654837,308.9993490368064,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.20438681589071417,0.24922838225937025,0.44432549771375485,2.1341632678716085,9.324913112164684e+21,6.365807351237758e+20,3.8506152711540785e+19,1.2461564346840787e+17,-0.17434087060178607,1.9984014443252818e-15,0,0.9955181343626425,1e+22,2048,power,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.9324913112164683,0.06365807351237758,0.0038506152711540787,2.097152e-16,2.1431835539034494,5.0071376358424855,311.58715294570754,0.009020286031840907,0.019897143318096992
5.024399396151825,309.5981271248084,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.20445912202667613,0.24909337443554555,0.4442640801096253,2.134101850267479,9.33326785785374e+21,6.371510857628153e+20,2.958105638344477e+19,9.554662574402379e+16,-0.17604525634947257,1.3322676295501878e-15,0,0.9965584980065278,1e+22,2048,logarithmic,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.933326785785374,0.06371510857628153,0.002958105638344477,0.0,2.1431835539034494,5.0071376358424855,311.58715294570754,0.009081703635970495,0.02003261960646587
4.879587469141583,299.9670789643008,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.2065021903496824,0.2513064439053536,0.44843305537950784,2.1382708255373615,8.782293598015236e+21,1.1990758192490136e+21,1.8630582735749923e+19,6.2108758067971704e+16,-0.17883025632792193,1.4521717162097048e-13,0,0.9978336804442374,1e+22,4096,exponential,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.8782293598015236,0.11990758192490136,0.0018630582735749922,0.0,2.147515168977484,4.869028164926255,301.17872139461934,0.009244343440122371,0.020198383105575965
4.890171795705602,298.76006965191243,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.20635012350275256,0.251590204549202,0.4485620521858324,2.1383998223436858,8.76592839776894e+21,1.1968414239087193e+21,3.723017832233942e+19,1.2461564346840787e+17,-0.17619048671188858,2.220446049250313e-16,0,0.9956669268082368,1e+22,4096,power,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.876592839776894,0.11968414239087193,0.0037230178322339423,2.097152e-16,2.147515168977484,4.869028164926255,301.17872139461934,0.009115346633798094,0.01991653216284372
4.885254812747362,299.3198592716922,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.20642071173720786,0.25145841926945034,0.4485021084103134,2.138339878568167,8.773522698347385e+21,1.1978782990810297e+21,2.859900257158625e+19,9.554662574402379e+16,-0.17785418498424208,3.774758283725532e-15,0,0.996672915307738,1e+22,4096,logarithmic,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.8773522698347385,0.11978782990810297,0.002859900257158625,0.0,2.147515168977484,4.869028164926255,301.17872139461934,0.009175290409316972,0.020047506022758118
4.635324878707284,281.93972253160274,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.21013932523453807,0.2557040351564768,0.45630323632565273,2.1461410064835063,7.841293260879399e+21,2.141195813104135e+21,1.7510926016466385e+19,6.2108758067971704e+16,-0.18213794761220223,1.163513729807164e-13,0,0.9979639856039288,1e+22,8192,exponential,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.78412932608794,0.2141195813104135,0.0017510926016466384,0.0,2.155555634547043,4.625896891539429,283.0099172045741,0.009414628063536767,0.020215303692257106
4.644777483091271,280.8729668964902,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.20999383089275733,0.25597548574495654,0.45642661308250065,2.146264383240354,7.827554593499147e+21,2.137444240998167e+21,3.500116550268695e+19,1.2461564346840787e+17,-0.17961250360471845,2.6645352591003757e-15,0,0.9959268081495083,1e+22,8192,power,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.7827554593499146,0.2137444240998167,0.003500116550268695,0.0,2.155555634547043,4.625896891539429,283.0099172045741,0.009291251306688952,0.019950386311409496
4.640385963665795,281.3677902857626,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.2100613756982341,0.25584940736769535,0.4563692782345455,2.146207048392399,7.833930868018283e+21,2.1391853890268595e+21,2.6883742954856735e+19,9.554662574402379e+16,-0.18120414788529363,1.7763568394002505e-15,0,0.9968727300555915,1e+22,8192,logarithmic,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.7833930868018283,0.21391853890268595,0.0026883742954856736,0.0,2.155555634547043,4.625896891539429,283.0099172045741,0.009348586154644067,0.02007349700210711
3.7020758643163627,214.88514409257726,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.22683066400440025,0.275899468035587,0.49243459444333315,2.182272364601187,4.773126633271644e+21,5.213527117301508e+21,1.334624942684712e+19,6.2108758067971704e+16,-0.19723895698768162,4.063416270128073e-14,0,0.998448540592608,1e+22,32768,exponential,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.47731266332716443,0.5213527117301509,0.001334624942684712,0.0,2.1924647324220055,3.696336697083492,215.50640865007304,0.01019236782081867,0.020278195532738366
3.7078351790798614,214.26446224663567,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.22671081478524585,0.27612293252153214,0.49253608774685403,2.1823738579047074,4.766743864468228e+21,5.206555431696495e+21,2.670070383527689e+19,1.2461564346840787e+17,-0.19515936267442144,1.1102230246251565e-15,0,0.9968940506967046,1e+22,32768,power,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.4766743864468228,0.5206555431696496,0.002670070383527689,2.097152e-16,2.1924647324220055,3.696336697083492,215.50640865007304,0.010090874517298065,0.020076269828109047
3.7051588594166645,214.55254616124026,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.22676647696306382,0.2760191105927164,0.49248891427158437,2.182326684429438,4.769707603318334e+21,5.209792624851172e+21,2.0499771830495412e+19,9.554662574402379e+16,-0.1964700107203246,1.376676550535194e-13,0,0.9976161124616483,1e+22,32768,logarithmic,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.4769707603318334,0.5209792624851172,0.0020499771830495414,0.0,2.1924647324220055,3.696336697083492,215.50640865007304,0.010138047992567678,0.020170123677606434
2.417527272944164,128.3016845334935,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.2621948780396901,0.3187421571946902,0.5690398786759018,2.258877648833755,1.8610369291463937e+21,8.130994412569204e+21,7.968658284403975e+18,6.2108758067971704e+16,-0.22893475177685116,4.6629367034256575e-15,0,0.9990739178637379,1e+22,131072,exponential,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.18610369291463938,0.8130994412569205,0.0007968658284403976,2.097152e-16,2.2707036700715384,2.4152894804725173,128.52297303152443,0.011826021237783202,0.02035929676632835
2.4197755286820737,128.079950686283,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.26211202883524304,0.3188965087575363,0.5691099167194085,2.2589476868772618,1.8595483823128466e+21,8.12449085221698e+21,1.5960765470173106e+19,1.2461564346840787e+17,-0.22749780623887766,7.793765632868599e-14,0,0.9981443684879826,1e+22,131072,power,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.18595483823128467,0.812449085221698,0.0015960765470173107,0.0,2.2707036700715384,2.4152894804725173,128.52297303152443,0.01175598319427662,0.020238721529398276
2.4187304535227865,128.1829477109952,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.26215052747531864,0.3188247688054485,0.5690773561646372,2.2589151263224907,1.8602399955054184e+21,8.127512556362873e+21,1.224744813170823e+19,9.554662574402379e+16,-0.22840342873815572,3.019806626980426e-14,0,0.9985763510790479,1e+22,131072,logarithmic,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.18602399955054183,0.8127512556362873,0.001224744813170823,0.0,2.2707036700715384,2.4152894804725173,128.52297303152443,0.011788543749047697,0.02029477673039413
40.0652920642579,3893.1015851063125,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.1009362161022131,0.12263689175260202,0.21899449760088074,1.9088322677587342,9.35869512258659e+23,6.388869203685778e+22,2.417957044834051e+20,6.2108758067971704e+16,-0.08850731835003668,4.440892098500626e-15,0,0.9997190737638872,1e+24,2048,exponential,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.935869512258659,0.06388869203685778,0.0002417957044834051,1.3421772800000001e-16,1.91340257677864,40.05403825337882,3895.137240569872,0.004570309019905849,0.020442882263029687
40.07661207990395,3891.055603712501,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.10092652208398276,0.12265493706399862,0.21900267786580088,1.9088404480236545,9.356419560679344e+23,6.387315753423766e+22,4.848863978279876e+20,1.2461564346840787e+17,-0.08833926076097527,8.881784197001252e-16,0,0.9994365744686129,1e+24,2048,power,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.9356419560679344,0.06387315753423765,0.0004848863978279876,0.0,1.91340257677864,40.05403825337882,3895.137240569872,0.004562128754985517,0.020406292134897343
40.071348411973396,3892.0067542019688,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.10093102922668044,0.12264654652017103,0.21899887399382545,1.908836644151679,9.357477520162847e+23,6.388037987097837e+22,3.718681127369483e+20,9.554662574402379e+16,-0.08844517759741037,8.881784197001252e-16,0,0.9995679232367118,1e+24,2048,logarithmic,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.9357477520162848,0.06388037987097837,0.00037186811273694833,1.3421772800000001e-16,1.91340257677864,40.05403825337882,3895.137240569872,0.004565932626960922,0.020423306762704506
38.959824901916285,3763.1199285923703,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.10190096350429063,0.1238080542639307,0.22108666567464966,1.9109244358325033,8.796629610172228e+23,1.2010331627755149e+23,2.3372270522570647e+20,6.2108758067971704e+16,-0.08935877548519097,1.3322676295501878e-15,0,0.9997284543373972,1e+24,4096,exponential,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.8796629610172229,0.12010331627755148,0.00023372270522570648,0.0,1.9155386872733293,38.94924696670958,3765.0218973431524,0.004614251440826056,0.020444096992593943
38.970465251873385,3761.208227185822,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.10189150335376254,0.12382566401945692,0.22109464838182466,1.910932418539678,8.794562071356323e+23,1.2007508748091833e+23,4.6870538344943085e+20,1.2461564346840787e+17,-0.0891947733628419,3.1086244689504383e-15,0,0.9994553807994384,1e+24,4096,power,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.8794562071356323,0.12007508748091833,0.0004687053834494309,0.0,1.9155386872733293,38.94924696670958,3765.0218973431524,0.00460626873365122,0.02040872847359533
38.96551759692757,3762.096963211756,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.10189590179735282,0.12381747594813441,0.22109093636283778,1.9109287065206912,8.795523325282527e+23,1.2008821180119077e+23,3.594556705567221e+20,9.554662574402379e+16,-0.08929813427751629,1.3322676295501878e-15,0,0.9995823479530332,1e+24,4096,logarithmic,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.8795523325282527,0.12008821180119077,0.0003594556705567221,1.3421772800000001e-16,1.9155386872733293,38.94924696670958,3765.0218973431524,0.0046099807526380765,0.020425175101435065
37.01378912243959,3536.214998160773,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.10369173447223907,0.1259820367314472,0.22497022392117563,1.9148079940790292,7.853322974011858e+23,2.1444807267701713e+23,2.1962992179710047e+20,6.2108758067971704e+16,-0.09093891314935086,0.0,0,0.9997448295309486,1e+24,8192,exponential,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.7853322974011858,0.21444807267701713,0.00021962992179710048,0.0,1.919503795573991,37.004345501425576,3537.8944784229056,0.004695801494961849,0.020446217443148004
37.02328875523671,3534.5267929346037,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.10368268812945591,0.1259988758409904,0.22497785709789314,1.9148156272557466,7.851588364076316e+23,2.1440070626171062e+23,4.404573306578737e+20,1.2461564346840787e+17,-0.09078208665231799,8.881784197001252e-16,0,0.9994882112763777,1e+24,8192,power,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.7851588364076316,0.21440070626171062,0.0004404573306578737,0.0,1.919503795573991,37.004345501425576,3537.8944784229056,0.004688168318244479,0.020412981457530725
37.01887148606261,3535.311643527889,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.10368689423470911,0.1259910460191013,0.22497430759226725,1.9148120777501207,7.852394843696382e+23,2.144227285318692e+23,3.377870984926489e+20,9.554662574402379e+16,-0.09088092519300589,2.220446049250313e-15,0,0.9996075289506581,1e+24,8192,logarithmic,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.7852394843696382,0.2144227285318692,0.00033778709849264886,1.3421772800000001e-16,1.919503795573991,37.004345501425576,3537.8944784229056,0.004691717823870345,0.020428436532435524
29.574178970109934,2693.0621089727015,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.1119118326128554,0.13596206328842148,0.24279762365929847,1.932635393817152,4.778706047302823e+23,5.219621325267296e+23,1.6726274298820716e+20,6.2108758067971704e+16,-0.098187253380918,3.9968028886505635e-15,0,0.9998056758635592,1e+24,32768,exponential,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.4778706047302823,0.5219621325267296,0.00016726274298820717,1.3421772800000001e-16,1.937705300087363,29.56843255167263,2694.036098659802,0.005069906270210867,0.020454096071610722
29.579960127474273,2692.082777387559,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.11190439589120209,0.13597590511583385,0.2428038975932758,1.9326416677511293,4.7779020728990514e+23,5.218743170825205e+23,3.3547562757436926e+20,1.2461564346840787e+17,-0.0980583366522478,0.0,0,0.9996102150734627,1e+24,32768,power,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.4777902072899051,0.5218743170825205,0.00033547562757436927,0.0,1.937705300087363,29.56843255167263,2694.036098659802,0.005063632336233637,0.020428784430432365
29.577271844081007,2692.538106118187,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.11190785378265967,0.1359694687190775,0.24280098008554077,1.9326387502433944,4.778275890912279e+23,5.219151479780452e+23,2.5726293072679702e+20,9.554662574402379e+16,-0.09813958530882144,4.884981308350689e-15,0,0.9997011011175023,1e+24,32768,logarithmic,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.4778275890912279,0.5219151479780452,0.00025726293072679703,1.3421772800000001e-16,1.937705300087363,29.56843255167263,2694.036098659802,0.005066549843968593,0.020440554861742465
19.32307790691844,1606.3135326271772,0.0521653171659342,-0.042384800822080834,0.5935153654408774,0.5611627867660474,0.0521653171659342,1.0,0.12933548226401886,0.15711950726960344,0.28058860531168356,1.970426375469537,1.862335292033539e+23,8.136667046580667e+23,9.976613857925032e+19,6.2108758067971704e+16,-0.11353251710679488,8.881784197001252e-16,0,0.9998840966371869,1e+24,131072,exponential,p0,1.0,0.8,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,129,0.18623352920335393,0.8136667046580668,9.976613857925032e-05,0.0,1.9762883719785738,19.320838426993262,1606.6600108223258,0.005861996509036738,0.020464249234517257
