C,L_ctx,cost,keep,u_max,lambda_on,lambda_full,onset_competitor_t,full_competitor_t,local_lambda_on,local_lambda_full,sQ_on,sQ_full,grid
6.812920690579594e+20,2048,exponential,0.5,0.1115116258349447,0.017355843894739688,0.025605289815889186,0.0,1.0,0.017355843894739688,0.025605289815889186,22.854512298450448,15.491304749699419,129
8.254041852680207e+20,2048,exponential,0.5,0.1115116258349447,0.015915429731582425,0.02353000443691283,0.0,1.0,0.015915429731582425,0.02353000443691283,24.9229429825063,16.85759766028997,129
1e+21,2048,exponential,0.5,0.1115116258349447,0.014594559911760376,0.021619276114625555,0.0,1.0,0.014594559911760376,0.021619276114625555,27.17857545143818,18.34748516274197,129
1.211527658628585e+21,2048,exponential,0.5,0.1115116258349447,0.013383313087379918,0.019860615630986577,0.0,1.0,0.013383313087379918,0.019860615630986577,29.638352263936255,19.972157717177986,129
1.4677992676220737e+21,2048,exponential,0.5,0.1115116258349447,0.012272591313322439,0.018242396217907943,0.0,1.0,0.012272591313322439,0.018242396217907943,32.32074935239823,21.74381824647177,129
1.7782794100389228e+21,2048,exponential,0.5,0.1115116258349447,0.011254051710548765,0.016753807133194205,0.0,1.0,0.011254051710548765,0.016753807133194205,35.245914799779484,23.675773786151318,129
2.154434690031878e+21,2048,exponential,0.5,0.1115116258349447,0.010320043800873422,0.015384807628332163,0.0,1.0,0.010320043800873422,0.015384807628332163,38.435820176339135,25.782535428771908,129
2.610157215682544e+21,2048,exponential,0.5,0.1115116258349447,0.009463552042516041,0.014126081713693025,0.0,1.0,0.009463552042516041,0.014126081713693025,41.91442557300672,28.07992731330551,129
3.1622776601683794e+21,2048,exponential,0.5,0.1115116258349447,0.00867814313480244,0.012968994046056977,0.0,1.0,0.00867814313480244,0.012968994046056977,45.70785957096851,30.585205478054213,129
3.8311868495572773e+21,2048,exponential,0.5,0.1115116258349447,0.007957917696207465,0.011905547192515199,0.0,1.0,0.007957917696207465,0.011905547192515199,49.844615499272095,33.31718746969369,129
4.641588833612792e+21,2048,exponential,0.5,0.1115116258349447,0.007297465952784533,0.010928340463217029,0.0,1.0,0.007297465952784533,0.010928340463217029,54.355765454576584,36.29639368185897,129
5.623413251903491e+21,2048,exponential,0.5,0.1115116258349447,0.006691827104146695,0.01003053045246835,0.0,1.0,0.006691827104146695,0.01003053045246835,59.2751936906018,39.54520148480312,129
6.812920690579594e+21,2048,exponential,0.5,0.1115116258349447,0.00613645206178798,0.009205793382629791,0.0,1.0,0.00613645206178798,0.009205793382629791,64.63985113031903,43.08801330374872,129
8.254041852680206e+21,2048,exponential,0.5,0.1115116258349447,0.005627169279864954,0.008448289307352162,0.0,1.0,0.005627169279864954,0.008448289307352162,70.49003291257549,46.95143990832791,129
1e+22,2048,exponential,0.5,0.1115116258349447,0.005160153421785166,0.00775262819915684,0.0,1.0,0.005160153421785166,0.00775262819915684,76.86968105787234,51.16450028977969,129
1.2115276586285852e+22,2048,exponential,0.5,0.1115116258349447,0.004731896627250607,0.007113837920490572,0.0,1.0,0.004731896627250607,0.007113837920490572,83.82671452668376,55.75883962717,129
1.4677992676220736e+22,2048,exponential,0.5,0.1115116258349447,0.0043391821639364005,0.0065273340564488075,0.0,1.0,0.0043391821639364005,0.0065273340564488075,91.41338914946004,60.76896697977744,129
1.7782794100389228e+22,2048,exponential,0.5,0.1115116258349447,0.003979060265896776,0.0059888915707168085,0.0,1.0,0.003979060265896776,0.0059888915707168085,99.6866901318263,66.23251449096419,129
2.154434690031878e+22,2048,exponential,0.5,0.1115116258349447,0.00364882597721486,0.005494618233324359,0.0,1.0,0.00364882597721486,0.005494618233324359,108.70876008317707,72.19052005043982,129
2.610157215682544e+22,2048,exponential,0.5,0.1115116258349447,0.0033459988344753827,0.005040929759004983,0.0,1.0,0.0033459988344753827,0.005040929759004983,118.54736578367826,78.68773553801907,129
3.1622776601683792e+22,2048,exponential,0.5,0.1115116258349447,0.0030683042354506377,0.004624526587803199,0.0,1.0,0.0030683042354506377,0.004624526587803199,129.2764071956696,85.7729629641378,129
3.8311868495572775e+22,2048,exponential,0.5,0.1115116258349447,0.002813656354055603,0.004242372234656263,0.0,1.0,0.002813656354055603,0.004242372234656263,140.97647254277152,93.4994210319344,129
4.641588833612792e+22,2048,exponential,0.5,0.1115116258349447,0.0025801424732429575,0.003891673131609424,0.0,1.0,0.0025801424732429575,0.003891673131609424,153.73544362600907,101.925144874198,129
5.623413251903491e+22,2048,exponential,0.5,0.1115116258349447,0.0023660086181586195,0.003569859884772908,0.0,1.0,0.0023660086181586195,0.003569859884772908,167.64915592362473,111.11342196769364,129
6.812920690579594e+22,2048,exponential,0.5,0.1115116258349447,0.002169646381645271,0.003274569867811522,0.0,1.0,0.002169646381645271,0.003274569867811522,182.82211843273853,121.13326749916374,129
8.254041852680206e+22,2048,exponential,0.5,0.1115116258349447,0.0019895808431374,0.003003631074440491,0.0,1.0,0.0019895808431374,0.003003631074440491,199.3682986597399,132.05994275319017,129
1e+23,2048,exponential,0.5,0.1115116258349447,0.0018244594902039417,0.002755047153813501,0.0,1.0,0.0018244594902039417,0.002755047153813501,217.41197865564828,143.97552041650667,129
1.211527658628585e+23,2048,exponential,0.5,0.1115116258349447,0.0016730420595255772,0.00252698355479658,0.0,1.0,0.0016730420595255772,0.00252698355479658,237.08868852633304,156.9695010438028,129
1.4677992676220616e+23,2048,exponential,0.5,0.1115116258349447,0.0015341912210003021,0.0023177547075677817,0.0,1.0,0.0015341912210003021,0.0023177547075677817,258.5462244293707,171.1394853161847,129
1.7782794100389228e+23,2048,exponential,0.5,0.1115116258349447,0.0014068640350033055,0.0021258121738449783,0.0,1.0,0.0014068640350033055,0.0021258121738449783,281.9457587039549,186.59190714148207,129
2.1544346900318777e+23,2048,exponential,0.5,0.1115116258349447,0.0012901041186347626,0.0019497337000888599,0.0,1.0,0.0012901041186347626,0.0019497337000888599,307.46305047229396,203.44283310291883,129
2.6101572156825224e+23,2048,exponential,0.5,0.1115116258349447,0.0011830344621145093,0.0017882131112258125,0.0,1.0,0.0011830344621145093,0.0017882131112258125,335.2897658055886,221.81883426098247,129
3.162277660168379e+23,2048,exponential,0.5,0.1115116258349447,0.0010848508413659167,0.001640050985704004,0.0,1.0,0.0010848508413659167,0.001640050985704004,365.6349173706567,241.85793685678948,129
3.8311868495572774e+23,2048,exponential,0.5,0.1115116258349447,0.0009948157773094766,0.001504146055982006,0.0,1.0,0.0009948157773094766,0.001504146055982006,398.72643437069036,263.7106590578725,129
4.6415888336127536e+23,2048,exponential,0.5,0.1115116258349447,0.0009122529964928605,0.001379487281808315,0.0,1.0,0.0009122529964928605,0.001379487281808315,434.81287457236505,287.54114153364964,129
5.623413251903491e+23,2048,exponential,0.5,0.1115116258349447,0.0008365423514501707,0.0012651465468494516,0.0,1.0,0.0008365423514501707,0.0012651465468494516,474.1652912786707,313.52838035253757,129
6.812920690579594e+23,2048,exponential,0.5,0.1115116258349447,0.0007671151626359835,0.001160271932335701,0.0,1.0,0.0007671151626359835,0.001160271932335701,517.0792692707336,341.8675714612986,129
8.254041852680139e+23,2048,exponential,0.5,0.1115116258349447,0.0007034499469463893,0.0010640815243993984,0.0,1.0,0.0007034499469463893,0.0010640815243993984,563.8771450110638,372.7715768453,129
1e+24,2048,exponential,0.5,0.1115116258349447,0.0006450685007430803,0.0009758577146657757,0.0,1.0,0.0006450685007430803,0.0009758577146657757,614.9104277846252,406.4725233823328,129
1e+19,2048,power,0.5,0.1115116258349447,0.23721038981978224,0.2554541551867814,0.0,1.0,0.23721038981978224,0.2554541551867814,1.672183701749622,1.5527613847278678,129
1.211527658628585e+19,2048,power,0.5,0.1115116258349447,0.217523579589367,0.23862266927614398,0.0,1.0,0.217523579589367,0.23862266927614398,1.8235234473941317,1.6622869442604542,129
1.4677992676220735e+19,2048,power,0.5,0.1115116258349447,0.19947063749323837,0.2226722788508038,0.0,1.0,0.19947063749323837,0.2226722788508038,1.9885600844673703,1.7813593581987204,129
1.7782794100389229e+19,2048,power,0.5,0.1115116258349447,0.18291596385582767,0.2075823404982569,0.0,1.0,0.18291596385582767,0.2075823404982569,2.1685332399689115,1.910853046507803,129
2.1544346900318777e+19,2048,power,0.5,0.1115116258349447,0.16773521283021264,0.1933299468723322,0.0,1.0,0.16773521283021264,0.1933299468723322,2.364794732420476,2.0517222197565346,129
2.610157215682544e+19,2048,power,0.5,0.1115116258349447,0.15381435840871888,0.17989020723845364,0.0,1.0,0.15381435840871888,0.17989020723845364,2.5788187256764576,2.2050080092271065,129
3.162277660168379e+19,2048,power,0.5,0.1115116258349447,0.14104883794814332,0.1672365355013348,0.0,1.0,0.14104883794814332,0.1672365355013348,2.812212801697426,2.371846238940703,129
3.831186849557277e+19,2048,power,0.5,0.1115116258349447,0.129342766776407,0.15534094048456393,0.0,1.0,0.129342766776407,0.15534094048456393,3.0667300354569784,2.5534758995599742,129
4.641588833612792e+19,2048,power,0.5,0.1115116258349447,0.1186082179813956,0.14417431347047965,0.0,1.0,0.1186082179813956,0.14417431347047965,3.344282162678919,2.7512483894957622,129
5.6234132519034905e+19,2048,power,0.5,0.1115116258349447,0.10876456197230794,0.13370670839559828,0.0,1.0,0.10876456197230794,0.13370670839559828,3.6469539393107286,2.9666375943435654,129
6.8129206905795944e+19,2048,power,0.5,0.1115116258349447,0.0997378608528087,0.12390761060516878,0.0,1.0,0.0997378608528087,0.12390761060516878,3.9770188005906495,3.2012508820484653,129
8.254041852680207e+19,2048,power,0.5,0.1115116258349447,0.09146031305699494,0.11474619066895607,0.0,1.0,0.09146031305699494,0.11474619066895607,4.336955937326934,3.456841097990613,129
1e+20,2048,power,0.5,0.1115116258349447,0.08386974407670937,0.10619154041411566,0.0,1.0,0.08386974407670937,0.10619154041411566,4.729468917653066,3.735319651598046,129
1.211527658628585e+20,2048,power,0.5,0.1115116258349447,0.07690913945493835,0.09821288901107475,0.0,1.0,0.07690913945493835,0.09821288901107475,5.157505994131166,4.038770794102044,129
1.4677992676220735e+20,2048,power,0.5,0.1115116258349447,0.07052621653750497,0.09077979761880517,0.0,1.0,0.07052621653750497,0.09077979761880517,5.624282248734778,4.369467195861492,129
1.778279410038923e+20,2048,power,0.5,0.1115116258349447,0.06467303176639151,0.08386233173654135,0.0,1.0,0.06467303176639151,0.08386233173654135,6.133303742046702,4.729886941236549,129
2.1544346900318778e+20,2048,power,0.5,0.1115116258349447,0.059305620564977,0.0774312109952202,0.0,1.0,0.059305620564977,0.0774312109952202,6.688393848062386,5.1227320694596905,129
2.610157215682544e+20,2048,power,0.5,0.1115116258349447,0.05438366711029582,0.0714579366402447,0.0,1.0,0.05438366711029582,0.0714579366402447,7.293721972404827,5.55094880138084,129
3.1622776601683794e+20,2048,power,0.5,0.1115116258349447,0.049870201511896375,0.06591489739762668,0.0,1.0,0.049870201511896375,0.06591489739762668,7.953834869660443,6.017749604455826,129
3.8311868495572776e+20,2048,power,0.5,0.1115116258349447,0.04573132212274662,0.060775454773900305,0.0,1.0,0.04573132212274662,0.060775454773900305,8.673690795067067,6.526637261999684,129
4.641588833612792e+20,2048,power,0.5,0.1115116258349447,0.04193594089639922,0.0560140091165779,0.0,1.0,0.04193594089639922,0.0560140091165779,9.458696747075324,7.0814311276448,129
5.6234132519034906e+20,2048,power,0.5,0.1115116258349447,0.03845554987774039,0.05160604796018202,0.0,1.0,0.03845554987774039,0.05160604796018202,10.314749080520016,7.6862957622402535,129
6.812920690579594e+20,2048,power,0.5,0.1115116258349447,0.035264007073377936,0.04752817830953099,0.0,1.0,0.035264007073377936,0.04752817830953099,11.248277795456962,8.345772168229113,129
8.254041852680207e+20,2048,power,0.5,0.1115116258349447,0.03233734009329714,0.043758144575383746,0.0,1.0,0.03233734009329714,0.043758144575383746,12.266294834327873,9.064811855972888,129
1e+21,2048,power,0.5,0.1115116258349447,0.02965356608889199,0.04027483388707594,0.0,1.0,0.02965356608889199,0.04027483388707594,13.376446750224082,9.848813997705921,129
1.211527658628585e+21,2048,power,0.5,0.1115116258349447,0.027192526634883946,0.03705827047210495,0.0,1.0,0.027192526634883946,0.03705827047210495,14.587072141853112,10.703665947953334,129
1.4677992676220737e+21,2048,power,0.5,0.1115116258349447,0.024935736314893268,0.034089600723207436,0.0,1.0,0.024935736314893268,0.034089600723207436,15.907264286613552,11.63578743450279,129
1.7782794100389228e+21,2048,power,0.5,0.1115116258349447,0.022866243873352433,0.03135107047810811,0.0,1.0,0.022866243873352433,0.03135107047810811,17.3469394422303,12.652178751577061,129
2.154434690031878e+21,2048,power,0.5,0.1115116258349447,0.020968504890843787,0.02882599592376719,0.0,1.0,0.020968504890843787,0.02882599592376719,18.91691132997859,13.760473316908593,129
2.610157215682544e+21,2048,power,0.5,0.1115116258349447,0.019228265026497073,0.02649872941246528,0.0,1.0,0.019228265026497073,0.02649872941246528,20.628972358957345,14.968994987198203,129
3.1622776601683794e+21,2048,power,0.5,0.1115116258349447,0.01763245295045616,0.02435462134722479,0.0,1.0,0.01763245295045616,0.02435462134722479,22.49598220150376,16.286820562189263,129
3.8311868495572773e+21,2048,power,0.5,0.1115116258349447,0.01616908216220324,0.022379979163551673,0.0,1.0,0.01616908216220324,0.022379979163551673,24.531964385062192,17.723847946575344,129
4.641588833612792e+21,2048,power,0.5,0.1115116258349447,0.014827160957279864,0.020562024306956566,0.0,1.0,0.014827160957279864,0.020562024306956566,26.752211626026888,19.290870481468893,129
5.623413251903491e+21,2048,power,0.5,0.1115116258349447,0.013596609866142759,0.01888884798389557,0.0,1.0,0.013596609866142759,0.01888884798389557,29.173400696746118,20.999658003521542,129
6.812920690579594e+21,2048,power,0.5,0.1115116258349447,0.012468185945018927,0.01734936634961103,0.0,1.0,0.012468185945018927,0.01734936634961103,31.813717688480637,22.863045240335673,129
8.254041852680206e+21,2048,power,0.5,0.1115116258349447,0.01143341335009334,0.015933275691081775,0.0,1.0,0.01143341335009334,0.015933275691081775,34.6929946111916,24.895028205928412,129
1e+22,2048,power,0.5,0.1115116258349447,0.010484519673554984,0.014631008067597744,0.0,1.0,0.010484519673554984,0.014631008067597744,37.83285835619202,27.110869320123445,129
1.2115276586285852e+22,2048,power,0.5,0.1115116258349447,0.009614377563307838,0.013433687785616787,0.0,1.0,0.009614377563307838,0.013433687785616787,41.25689314055222,29.52721204128404,129
1.4677992676220736e+22,2048,power,0.5,0.1115116258349447,0.008816451187839152,0.012333089008419073,0.0,1.0,0.008816451187839152,0.012333089008419073,44.990817653416016,32.16220587328433,129
1.7782794100389228e+22,2048,power,0.5,0.1115116258349447,0.008084747144131049,0.011321594734325202,0.0,1.0,0.008084747144131049,0.011321594734325202,49.062678234811685,35.03564268554047,129
2.154434690031878e+22,2048,power,0.5,0.1115116258349447,0.007413769439873143,0.010392157319327511,0.0,1.0,0.007413769439873143,0.010392157319327511,53.503059537969875,38.16910536993127,129
2.610157215682544e+22,2048,power,0.5,0.1115116258349447,0.006798478211838281,0.009538260670294051,0.0,1.0,0.006798478211838281,0.009538260670294051,58.345314257476936,41.58612995109997,129
3.1622776601683792e+22,2048,power,0.5,0.1115116258349447,0.0062342518703455765,0.008753884192703084,0.0,1.0,0.0062342518703455765,0.008753884192703084,63.62581364880382,45.312382367698554,129
3.8311868495572775e+22,2048,power,0.5,0.1115116258349447,0.005716852385469081,0.008033468541434635,0.0,1.0,0.005716852385469081,0.008033468541434635,69.38422072092168,49.37585125235058,129
4.641588833612792e+22,2048,power,0.5,0.1115116258349447,0.005242393454249672,0.0073718831937539695,0.0,1.0,0.005242393454249672,0.0073718831937539695,75.6637881540097,53.80705815827289,129
5.623413251903491e+22,2048,power,0.5,0.1115116258349447,0.004807311309806531,0.006764395839549776,0.0,1.0,0.004807311309806531,0.006764395839549776,82.51168317998481,58.6392868115647,129
6.812920690579594e+22,2048,power,0.5,0.1115116258349447,0.004408337953088925,0.006206643564480071,0.0,1.0,0.004408337953088925,0.006206643564480071,89.9793418661051,63.9088331110798,129
8.254041852680206e+22,2048,power,0.5,0.1115116258349447,0.0040424766062063505,0.005694605786301062,0.0,1.0,0.0040424766062063505,0.005694605786301062,98.12285546274516,69.65527775364498,129
1e+23,2048,power,0.5,0.1115116258349447,0.0037069792029613244,0.005224578892741384,0.0,1.0,0.0037069792029613244,0.005224578892741384,107.00339171728899,75.92178353233433,129
1.211527658628585e+23,2048,power,0.5,0.1115116258349447,0.0033993257475109155,0.004793152520319434,0.0,1.0,0.0033993257475109155,0.004793152520319434,116.68765431873064,82.75541954084937,129
1.4677992676220616e+23,2048,power,0.5,0.1115116258349447,0.0031172053861158815,0.004397187407028047,0.0,1.0,0.0031172053861158815,0.004397187407028047,127.2483839239615,90.20751471914335,129
1.7782794100389228e+23,2048,power,0.5,0.1115116258349447,0.002858499049802711,0.00403379474741641,0.0,1.0,0.002858499049802711,0.00403379474741641,138.76490452907134,98.33404339582948,129
2.1544346900318777e+23,2048,power,0.5,0.1115116258349447,0.0026212635375637908,0.003700316975930397,0.0,1.0,0.0026212635375637908,0.003700316975930397,151.3237192895799,107.19604572323954,129
2.6101572156825224e+23,2048,power,0.5,0.1115116258349447,0.0024037169205411105,0.003394309903114045,0.0,1.0,0.0024037169205411105,0.003394309903114045,165.01916026493697,116.86008616314226,129
3.162277660168379e+23,2048,power,0.5,0.1115116258349447,0.002204225157561057,0.0031135261291659745,0.0,1.0,0.002204225157561057,0.0031135261291659745,179.95409696766737,127.39875346688294,129
3.8311868495572774e+23,2048,power,0.5,0.1115116258349447,0.0020212898214866967,0.0028558996601512473,0.0,1.0,0.0020212898214866967,0.0028558996601512473,196.24070903922322,138.8912059050798,129
4.6415888336127536e+23,2048,power,0.5,0.1115116258349447,0.0018535368441971662,0.002619531653659401,0.0,1.0,0.0018535368441971662,0.002619531653659401,214.00132885630435,151.4237658431018,129
5.623413251903491e+23,2048,power,0.5,0.1115116258349447,0.0016997061956555172,0.0024026772228251153,0.0,1.0,0.0016997061956555172,0.0024026772228251153,233.36936039662825,165.09056812713047,129
6.812920690579594e+23,2048,power,0.5,0.1115116258349447,0.001558642419542027,0.0022037332300575306,0.0,1.0,0.001558642419542027,0.0022037332300575306,254.49028126596477,179.99426715181818,129
8.254041852680139e+23,2048,power,0.5,0.1115116258349447,0.001429285954363953,0.002021227004638241,0.0,1.0,0.001429285954363953,0.002021227004638241,277.5227354128949,196.24680792017637,129
1e+24,2048,power,0.5,0.1115116258349447,0.0013106651748528225,0.001853805921321035,0.0,1.0,0.0013106651748528225,0.001853805921321035,302.6397247388953,213.97026688729753,129
1e+19,2048,logarithmic,0.5,0.1115116258349447,0.17403625353807142,0.17403625353807142,1.0,0.0,0.2030292993244107,0.15056513028115368,2.2791765490145006,2.2791765490145006,129
1.211527658628585e+19,2048,logarithmic,0.5,0.1115116258349447,0.16081553940004603,0.16081553940004603,1.0,0.0,0.1861792815404067,0.1400375672749945,2.466548625973149,2.466548625973149,129
1.4677992676220735e+19,2048,logarithmic,0.5,0.1115116258349447,0.148524531732947,0.148524531732947,1.0,0.0,0.17072769787534967,0.13013305274697923,2.6706655332569813,2.6706655332569813,129
1.7782794100389229e+19,2048,logarithmic,0.5,0.1115116258349447,0.13710756133352625,0.13710756133352625,1.0,0.0,0.15655848803719155,0.12082855097365972,2.893052315163023,2.893052315163023,129
2.1544346900318777e+19,2048,logarithmic,0.5,0.1115116258349447,0.12651109344700806,0.12651109344700806,1.0,0.0,0.14356522392978643,0.11210023543560488,3.1353720605415822,3.1353720605415822,129
2.610157215682544e+19,2048,logarithmic,0.5,0.1115116258349447,0.11668378957984785,0.11668378957984785,1.0,0.0,0.1316503102477159,0.10392371067172591,3.3994383381838698,3.3994383381838698,129
3.162277660168379e+19,2048,logarithmic,0.5,0.1115116258349447,0.107576549582429,0.107576549582429,1.0,0.0,0.12072425141618183,0.09627422347912708,3.6872287620489232,3.6872287620489232,129
3.831186849557277e+19,2048,logarithmic,0.5,0.1115116258349447,0.099142535092449,0.099142535092449,1.0,0.0,0.11070497936977201,0.08912686088871018,4.000899789100966,4.000899789100966,129
4.641588833612792e+19,2048,logarithmic,0.5,0.1115116258349447,0.09133717563910873,0.09133717563910873,1.0,0.0,0.10151723712091583,0.0824567328885259,4.342802861669316,4.342802861669316,129
5.6234132519034905e+19,2048,logarithmic,0.5,0.1115116258349447,0.08411815886799698,0.08411815886799698,1.0,0.0,0.0930920134878618,0.07623913841290086,4.7155020162147725,4.7155020162147725,129
6.8129206905795944e+19,2048,logarithmic,0.5,0.1115116258349447,0.07744540645696324,0.07744540645696324,1.0,0.0,0.08536602473629333,0.0704497136478986,5.12179309127572,5.12179309127572,129
8.254041852680207e+19,2048,logarithmic,0.5,0.1115116258349447,0.07128103735675227,0.07128103735675227,1.0,0.0,0.07828123924108299,0.06506456220025059,5.564724679259172,5.564724679259172,129
1e+20,2048,logarithmic,0.5,0.1115116258349447,0.06558932001065723,0.06558932001065723,1.0,0.0,0.07178444159781017,0.06006036712451382,6.047620979724495,6.047620979724495,129
1.211527658628585e+20,2048,logarithmic,0.5,0.1115116258349447,0.060336615189766116,0.060336615189766116,1.0,0.0,0.06582683290998631,0.05541448519141405,6.574106725986726,6.574106725986726,129
1.4677992676220735e+20,2048,logarithmic,0.5,0.1115116258349447,0.05549131103024444,0.05549131103024444,1.0,0.0,0.060363664249655766,0.05110502410364407,7.148134372354674,7.148134372354674,129
1.778279410038923e+20,2048,logarithmic,0.5,0.1115116258349447,0.051023751782720804,0.051023751782720804,1.0,0.0,0.055353900538216635,0.04711090362212362,7.774013746214621,7.774013746214621,129
2.1544346900318778e+20,2048,logarithmic,0.5,0.1115116258349447,0.04690616168689583,0.04690616168689583,1.0,0.0,0.050759912322788536,0.04341190175754331,8.456444387627842,8.456444387627842,129
2.610157215682544e+20,2048,logarithmic,0.5,0.1115116258349447,0.04311256527299692,0.04311256527299692,1.0,0.0,0.04654719313299889,0.0399886873131743,9.200550819247063,9.200550819247063,129
3.1622776601683794e+20,2048,logarithmic,0.5,0.1115116258349447,0.03961870527083427,0.03961870527083427,1.0,0.0,0.04268410029518487,0.036822840141451006,10.011921011318845,10.011921011318845,129
3.8311868495572776e+20,2048,logarithmic,0.5,0.1115116258349447,0.03640195918144122,0.03640195918144122,1.0,0.0,0.03914161725721282,0.033896860505972334,10.89664833052565,10.89664833052565,129
4.641588833612792e+20,2048,logarithmic,0.5,0.1115116258349447,0.033441255439883855,0.033441255439883855,1.0,0.0,0.035893135638680976,0.031194168930017856,11.861377287565492,11.861377287565492,129
5.6234132519034906e+20,2048,logarithmic,0.5,0.1115116258349447,0.030716989973857155,0.030716989973857155,1.0,0.0,0.03291425536943931,0.028699097870235026,12.91335342687894,12.91335342687894,129
6.812920690579594e+20,2048,logarithmic,0.5,0.1115116258349447,0.028210943843634893,0.028210943843634893,1.0,0.0,0.030182601415218044,0.026396876487189472,14.060477733069918,14.060477733069918,129
8.254041852680207e+20,2048,logarithmic,0.5,0.1115116258349447,0.025906202537034694,0.025906202537034694,1.0,0.0,0.027677655713753923,0.02427360969981734,15.311365962466423,15.311365962466423,129
1e+21,2048,logarithmic,0.5,0.1115116258349447,0.023787077389279734,0.023787077389279734,1.0,0.0,0.025380603059047626,0.022316252614423958,16.675413345276255,16.675413345276255,129
1.211527658628585e+21,2048,logarithmic,0.5,0.1115116258349447,0.021839029502989292,0.021839029502989292,1.0,0.0,0.02327418977615308,0.020512581315873885,18.162865144168617,18.162865144168617,129
