C,L_ctx,cost,keep,u_max,lambda_on,lambda_full,onset_competitor_t,full_competitor_t,local_lambda_on,local_lambda_full,sQ_on,sQ_full,grid
1e+22,4096,logarithmic,0.5,0.1115116258349447,0.008207801016629119,0.008207801016629119,1.0,0.0,0.008673977471403319,0.007773267429751659,48.32711550129894,48.32711550129894,129
1e+22,8192,exponential,0.5,0.1115116258349447,0.004686889619345308,0.007046657102546515,0.0,1.0,0.004686889619345308,0.007046657102546515,84.63168112709297,56.29042849253583,129
1e+22,8192,power,0.5,0.1115116258349447,0.00952293127842825,0.013307682528351628,0.0,1.0,0.00952293127842825,0.013307682528351628,41.653072582897245,29.806793699597446,129
1e+22,8192,logarithmic,0.5,0.1115116258349447,0.007715011745761489,0.007715011745761489,1.0,0.0,0.008150714083150849,0.007308775390301814,51.41396550176777,51.41396550176777,129
1e+22,32768,exponential,0.5,0.1115116258349447,0.003568972987172184,0.005375024934871698,0.0,1.0,0.003568972987172184,0.005375024934871698,111.14103389630884,73.79674560556853,129
1e+22,32768,power,0.5,0.1115116258349447,0.00725152227846898,0.010167140393044179,0.0,1.0,0.00725152227846898,0.010167140393044179,54.700148811521174,39.013855657357475,129
1e+22,32768,logarithmic,0.5,0.1115116258349447,0.00588149920276313,0.00588149920276313,1.0,0.0,0.006206606246680221,0.005578086659870797,67.44187732882182,67.44187732882182,129
1e+22,131072,exponential,0.5,0.1115116258349447,0.002128451872286732,0.003212598977086131,0.0,1.0,0.002128451872286732,0.003212598977086131,186.3604965218959,123.46992281684953,129
1e+22,131072,power,0.5,0.1115116258349447,0.004324637991380688,0.006089550660455085,0.0,1.0,0.004324637991380688,0.006089550660455085,91.72082114916549,65.13770388974335,129
1e+22,131072,logarithmic,0.5,0.1115116258349447,0.0035127407014424027,0.0035127407014424027,1.0,0.0,0.0037014745512994568,0.0033363948619190157,112.92019008958957,112.92019008958957,129
1e+24,2048,exponential,0.5,0.1115116258349447,0.0006450685007430803,0.0009758577146657757,0.0,1.0,0.0006450685007430803,0.0009758577146657757,614.9104277846252,406.4725233823328,129
1e+24,2048,power,0.5,0.1115116258349447,0.0013106651748528225,0.001853805921321035,0.0,1.0,0.0013106651748528225,0.001853805921321035,302.6397247388953,213.97026688729753,129
1e+24,2048,logarithmic,0.5,0.1115116258349447,0.0010662211458473776,0.0010662211458473776,1.0,0.0,0.0011218034433544146,0.0010142292926969185,372.0235237194343,372.0235237194343,129
1e+24,4096,exponential,0.5,0.1115116258349447,0.0006235202717090544,0.0009432908563522303,0.0,1.0,0.0006235202717090544,0.0009432908563522303,636.161109333431,420.5058758612618,129
1e+24,4096,power,0.5,0.1115116258349447,0.0012668829821986833,0.0017919969395313272,0.0,1.0,0.0012668829821986833,0.0017919969395313272,313.0986470857076,221.35046047905374,129
1e+24,4096,logarithmic,0.5,0.1115116258349447,0.0010306272715436915,0.0010306272715436915,1.0,0.0,0.0010843300936237829,0.0009803927106083025,384.87177536859764,384.87177536859764,129
1e+24,8192,exponential,0.5,0.1115116258349447,0.0005859060017741572,0.0008864374627194919,0.0,1.0,0.0005859060017741572,0.0008864374627194919,677.0016803739967,447.47583944095436,129
1e+24,8192,power,0.5,0.1115116258349447,0.0011904574341764299,0.0016840848333806537,0.0,1.0,0.0011904574341764299,0.0016840848333806537,333.1991017526193,235.53406567177214,129
1e+24,8192,logarithmic,0.5,0.1115116258349447,0.0009684913633411632,0.0009684913633411632,1.0,0.0,0.0010189171685102126,0.0009213209137801494,409.5641559196704,409.5641559196704,129
1e+24,32768,exponential,0.5,0.1115116258349447,0.0004461557372128002,0.0006751494944287419,0.0,1.0,0.0004461557372128002,0.0006751494944287419,889.0602869309784,587.5133596566433,129
1e+24,32768,power,0.5,0.1115116258349447,0.0009065095980535326,0.0012829386145600528,0.0,1.0,0.0009065095980535326,0.0012829386145600528,437.5677307708883,309.1803015675363,129
1e+24,32768,logarithmic,0.5,0.1115116258349447,0.0007375925923567214,0.0007375925923567214,1.0,0.0,0.0007758851063121231,0.0007017685854960479,537.7756662047362,537.7756662047362,129
1e+24,131072,exponential,0.5,0.1115116258349447,0.00026607682871661835,0.0004027548805230328,0.0,1.0,0.00026607682871661835,0.0004027548805230328,1490.7699766850844,984.865403064011,129
1e+24,131072,power,0.5,0.1115116258349447,0.000540621085717914,0.0007655313103881936,0.0,1.0,0.000540621085717914,0.0007655313103881936,733.7104641702483,518.1490846418445,129
1e+24,131072,logarithmic,0.5,0.1115116258349447,0.00043996424383410275,0.00043996424383410275,1.0,0.0,0.0004627196992370383,0.00041867301376154734,901.5717829376212,901.5717829376212,129
1e+19,2048,exponential,0.2,0.1865461521936312,0.11674755189776917,0.17800627354693865,0.0,1.0,0.11674755189776917,0.17800627354693865,3.397581716228636,2.228344764701334,129
1e+19,2048,power,0.2,0.1865461521936312,0.23721038981978224,0.2670682032605576,0.0,1.0,0.23721038981978224,0.2670682032605576,1.672183701749622,1.4852361415534172,129
1e+19,2048,logarithmic,0.2,0.1865461521936312,0.15992991702492393,0.15992991702492393,1.0,0.0,0.2030292993244107,0.12853164986162488,2.4802073003045315,2.4802073003045315,129
1e+19,4096,exponential,0.2,0.1865461521936312,0.11284765136851195,0.17332473959780673,0.0,1.0,0.11284765136851195,0.17332473959780673,3.514998698971548,2.2885327776216298,129
1e+19,4096,power,0.2,0.1865461521936312,0.22928648126867582,0.26090974761139,0.0,1.0,0.22928648126867582,0.26090974761139,1.7299726767471846,1.5202933250815738,129
1e+19,4096,logarithmic,0.2,0.1865461521936312,0.1552626918680505,0.1552626918680505,1.0,0.0,0.19624719504025978,0.12521421842782496,2.5547627892437546,2.5547627892437546,129
1e+19,8192,exponential,0.2,0.1865461521936312,0.10604004267848552,0.16499981224760396,0.0,1.0,0.10604004267848552,0.16499981224760396,3.7406562438397866,2.403998782417247,129
1e+19,8192,power,0.2,0.1865461521936312,0.21545462368492319,0.24987687673724274,0.0,1.0,0.21545462368492319,0.24987687673724274,1.8410342788576286,1.5874191838863916,129
1e+19,8192,logarithmic,0.2,0.1865461521936312,0.1470267491259648,0.1470267491259648,1.0,0.0,0.18440845409928378,0.11930815162956904,2.697871986562645,2.697871986562645,129
1e+19,32768,exponential,0.2,0.1865461521936312,0.08074737802998765,0.1322075318293936,0.0,1.0,0.08074737802998765,0.1322075318293936,4.912349569976186,3.000277989110189,129
1e+19,32768,power,0.2,0.1865461521936312,0.16406439970742284,0.20531934359487042,0.0,1.0,0.16406439970742284,0.20531934359487042,2.417705172174339,1.9319141625788065,129
1e+19,32768,logarithmic,0.2,0.1865461521936312,0.11536876854095178,0.11536876854095178,1.0,0.0,0.14042336063772284,0.09595417463408627,3.4381865452738576,3.4381865452738576,129
1e+19,131072,exponential,0.2,0.1865461521936312,0.04815584443141092,0.0848033881774302,0.0,1.0,0.04815584443141092,0.0848033881774302,8.23699288063118,4.677399762759506,129
1e+19,131072,power,0.2,0.1865461521936312,0.09784416413012638,0.13725929522171612,0.0,1.0,0.09784416413012638,0.13725929522171612,4.053990866688617,2.8898541778288096,129
1e+19,131072,logarithmic,0.2,0.1865461521936312,0.07177566220133684,0.07177566220133684,1.0,0.0,0.08374520231350138,0.061913919287231015,5.526376707325264,5.526376707325264,129
1e+22,2048,exponential,0.2,0.1865461521936312,0.005160153421785166,0.010174377224492513,0.0,1.0,0.005160153421785166,0.010174377224492513,76.86968105787234,38.986105880509974,129
1e+22,2048,power,0.2,0.1865461521936312,0.010484519673554984,0.01787717552576699,0.0,1.0,0.010484519673554984,0.01787717552576699,37.83285835619202,22.188032285670378,129
1e+22,2048,logarithmic,0.2,0.1865461521936312,0.008199719924668605,0.008199719924668605,1.0,0.0,0.008973741347046791,0.007509194687174532,48.3747434530022,48.3747434530022,129
1e+22,4096,exponential,0.2,0.1865461521936312,0.004987780770422944,0.009839453875325487,0.0,1.0,0.004987780770422944,0.009839453875325487,79.52621937485019,40.31314672219985,129
1e+22,4096,power,0.2,0.1865461521936312,0.010134288913601179,0.01729616766771098,0.0,1.0,0.010134288913601179,0.01729616766771098,39.14032362053146,22.933366244061695,129
1e+22,4096,logarithmic,0.2,0.1865461521936312,0.007928034717143533,0.007928034717143533,1.0,0.0,0.008673977471403319,0.007262394996661225,50.03249378872933,50.03249378872933,129
1e+22,8192,exponential,0.2,0.1865461521936312,0.004686889619345308,0.00925401318538805,0.0,1.0,0.004686889619345308,0.00925401318538805,84.63168112709297,42.86349498276419,129
1e+22,8192,power,0.2,0.1865461521936312,0.00952293127842825,0.016279387269093306,0.0,1.0,0.00952293127842825,0.016279387269093306,41.653072582897245,24.36574185414084,129
1e+22,8192,logarithmic,0.2,0.1865461521936312,0.007453422187297311,0.007453422187297311,1.0,0.0,0.008150714083150849,0.006830930120778449,53.21841937497266,53.21841937497266,129
1e+22,32768,exponential,0.2,0.1865461521936312,0.003568972987172184,0.007069886432948365,0.0,1.0,0.003568972987172184,0.007069886432948365,111.14103389630884,56.10547658781768,129
1e+22,32768,power,0.2,0.1865461521936312,0.00725152227846898,0.012472580390265999,0.0,1.0,0.00725152227846898,0.012472580390265999,54.700148811521174,31.802508809795285,129
1e+22,32768,logarithmic,0.2,0.1865461521936312,0.005686008087036387,0.005686008087036387,1.0,0.0,0.006206606246680221,0.005220537146354217,69.76060210794701,69.76060210794701,129
1e+22,131072,exponential,0.2,0.1865461521936312,0.002128451872286732,0.0042342888995755435,0.0,1.0,0.002128451872286732,0.0042342888995755435,186.3604965218959,93.67791313957734,129
1e+22,131072,power,0.2,0.1865461521936312,0.004324637991380688,0.007498060218526554,0.0,1.0,0.004324637991380688,0.007498060218526554,91.72082114916549,52.90159537025724,129
1e+22,131072,logarithmic,0.2,0.1865461521936312,0.003399039124768742,0.003399039124768742,1.0,0.0,0.0037014745512994568,0.003128119441352468,116.69749396288621,116.69749396288621,129
1e+24,2048,exponential,0.2,0.1865461521936312,0.0006450685007430803,0.0012889624630835139,0.0,1.0,0.0006450685007430803,0.0012889624630835139,614.9104277846252,307.7353756240566,129
1e+24,2048,power,0.2,0.1865461521936312,0.0013106651748528225,0.002291504250406289,0.0,1.0,0.0013106651748528225,0.002291504250406289,302.6397247388953,173.09998341569113,129
1e+24,2048,logarithmic,0.2,0.1865461521936312,0.0010326758945703232,0.0010326758945703232,1.0,0.0,0.0011218034433544146,0.0009526923227051229,384.10826652185654,384.10826652185654,129
1e+24,4096,exponential,0.2,0.1865461521936312,0.0006235202717090544,0.0012459854961405824,0.0,1.0,0.0006235202717090544,0.0012459854961405824,636.161109333431,318.3498916889157,129
1e+24,4096,power,0.2,0.1865461521936312,0.0012668829821986833,0.002215228615190276,0.0,1.0,0.0012668829821986833,0.002215228615190276,313.0986470857076,179.06023108510786,129
1e+24,4096,logarithmic,0.2,0.1865461521936312,0.000998215523319939,0.000998215523319939,1.0,0.0,0.0010843300936237829,0.0009209338858283599,397.3684424612786,397.3684424612786,129
1e+24,8192,exponential,0.2,0.1865461521936312,0.0005859060017741572,0.0011709522787037578,0.0,1.0,0.0005859060017741572,0.0011709522787037578,677.0016803739967,338.7493708807805,129
1e+24,8192,power,0.2,0.1865461521936312,0.0011904574341764299,0.002082038313132492,0.0,1.0,0.0011904574341764299,0.002082038313132492,333.1991017526193,190.51491283343765,129
1e+24,8192,logarithmic,0.2,0.1865461521936312,0.0009380561048929282,0.0009380561048929282,1.0,0.0,0.0010189171685102126,0.0008654859549189303,422.8524772381178,422.8524772381178,129
1e+24,32768,exponential,0.2,0.1865461521936312,0.0004461557372128002,0.0008920296268950135,0.0,1.0,0.0004461557372128002,0.0008920296268950135,889.0602869309784,444.67059813137655,129
1e+24,32768,power,0.2,0.1865461521936312,0.0009065095980535326,0.0015866909394366775,0.0,1.0,0.0009065095980535326,0.0015866909394366775,437.5677307708883,249.99156287054882,129
1e+24,32768,logarithmic,0.2,0.1865461521936312,0.0007144768688876424,0.0007144768688876424,1.0,0.0,0.0007758851063121231,0.0006593561338365083,555.1745130109907,555.1745130109907,129
1e+24,131072,exponential,0.2,0.1865461521936312,0.00026607682871661835,0.0005322724625216581,0.0,1.0,0.00026607682871661835,0.0005322724625216581,1490.7699766850844,745.218615787726,129
1e+24,131072,power,0.2,0.1865461521936312,0.000540621085717914,0.0009472363189032498,0.0,1.0,0.000540621085717914,0.0009472363189032498,733.7104641702483,418.75436976654703,129
1e+24,131072,logarithmic,0.2,0.1865461521936312,0.0004262248462216653,0.0004262248462216653,1.0,0.0,0.0004627196992370383,0.0003934599359887689,930.6340333243386,930.6340333243386,129
1e+19,2048,exponential,0.1,0.2300932154513134,0.11674755189776917,0.19474342214764984,0.0,1.0,0.11674755189776917,0.19474342214764984,3.397581716228636,2.036830529975881,129
1e+19,2048,power,0.1,0.2300932154513134,0.23721038981978224,0.2732900342770086,0.0,1.0,0.23721038981978224,0.2732900342770086,1.672183701749622,1.4514226572208548,129
1e+19,2048,logarithmic,0.1,0.2300932154513134,0.15300854126141863,0.15300854126141863,1.0,0.0,0.2030292993244107,0.1184553094444878,2.5924000351366834,2.5924000351366834,129
1e+19,4096,exponential,0.1,0.2300932154513134,0.11284765136851195,0.18990457206602432,0.0,1.0,0.11284765136851195,0.18990457206602432,3.514998698971548,2.0887298469275786,129
1e+19,4096,power,0.1,0.2300932154513134,0.22928648126867582,0.2674011282517423,0.0,1.0,0.22928648126867582,0.2674011282517423,1.7299726767471846,1.4833869637561257,129
1e+19,4096,logarithmic,0.1,0.2300932154513134,0.14863319292769656,0.14863319292769656,1.0,0.0,0.19624719504025978,0.11550937394534197,2.6687130911281134,2.6687130911281134,129
1e+19,8192,exponential,0.1,0.2300932154513134,0.10604004267848552,0.1812705703017059,0.0,1.0,0.10604004267848552,0.1812705703017059,3.7406562438397866,2.188217023216269,129
1e+19,8192,power,0.1,0.2300932154513134,0.21545462368492319,0.25681664552863287,0.0,1.0,0.21545462368492319,0.25681664552863287,1.8410342788576286,1.5445235137536681,129
1e+19,8192,logarithmic,0.1,0.2300932154513134,0.14090186329711984,0.14090186329711984,1.0,0.0,0.18440845409928378,0.11025318542420691,2.815146219222655,2.815146219222655,129
1e+19,32768,exponential,0.1,0.2300932154513134,0.08074737802998765,0.1468730024588479,0.0,1.0,0.08074737802998765,0.1468730024588479,4.912349569976186,2.700696119107755,129
1e+19,32768,power,0.1,0.2300932154513134,0.16406439970742284,0.2135874603356025,0.0,1.0,0.16406439970742284,0.2135874603356025,2.417705172174339,1.8571284433976478,129
1e+19,32768,logarithmic,0.1,0.2300932154513134,0.11105175916352335,0.11105175916352335,1.0,0.0,0.14042336063772284,0.08931631493996858,3.5718420917424165,3.5718420917424165,129
1e+19,131072,exponential,0.1,0.2300932154513134,0.04815584443141092,0.09591071173987958,0.0,1.0,0.04815584443141092,0.09591071173987958,8.23699288063118,4.135714776239991,129
1e+19,131072,power,0.1,0.2300932154513134,0.09784416413012638,0.14582408927182974,0.0,1.0,0.09784416413012638,0.14582408927182974,4.053990866688617,2.7201222357912633,129
1e+19,131072,logarithmic,0.1,0.2300932154513134,0.0695616422391183,0.0695616422391183,1.0,0.0,0.08374520231350138,0.058308693311715176,5.702271179550317,5.702271179550317,129
1e+22,2048,exponential,0.1,0.2300932154513134,0.005160153421785166,0.011901382867874837,0.0,1.0,0.005160153421785166,0.011901382867874837,76.86968105787234,33.32884523974175,129
1e+22,2048,power,0.1,0.2300932154513134,0.010484519673554984,0.01992530631583947,0.0,1.0,0.010484519673554984,0.01992530631583947,37.83285835619202,19.90731492177829,129
1e+22,2048,logarithmic,0.1,0.2300932154513134,0.008042429080450709,0.008042429080450709,1.0,0.0,0.008973741347046791,0.00723141891609336,49.32083873844803,49.32083873844803,129
1e+22,4096,exponential,0.1,0.2300932154513134,0.004987780770422944,0.011511569794334148,0.0,1.0,0.004987780770422944,0.011511569794334148,79.52621937485019,34.45745061959709,129
1e+22,4096,power,0.1,0.2300932154513134,0.010134288913601179,0.019283147275014116,0.0,1.0,0.010134288913601179,0.019283147275014116,39.14032362053146,20.57025972395494,129
1e+22,4096,logarithmic,0.1,0.2300932154513134,0.007776404802011389,0.007776404802011389,1.0,0.0,0.008673977471403319,0.0069945438528201155,51.00806321704308,51.00806321704308,129
