donor,recipient,delta,loss_change,final_loss
pile_cc,ubuntu_irc,0.005,-0.0009755000445874629,2.1825742982969056
pile_cc,ubuntu_irc,0.0051,-0.00099236590132179,2.1825574324401713
pile_cc,ubuntu_irc,0.005200000000000001,-0.0010091416552362453,2.182540656686257
pile_cc,ubuntu_irc,0.0053,-0.0010258279665862347,2.182523970374907
pile_cc,ubuntu_irc,0.0054,-0.0010424254878533823,2.1825073728536397
pile_cc,ubuntu_irc,0.0055000000000000005,-0.0010589348638680995,2.182490863477625
pile_cc,ubuntu_irc,0.0056,-0.0010753567319246038,2.1824744416095685
pile_cc,ubuntu_irc,0.0057,-0.001091691721897714,2.1824581066195954
pile_cc,ubuntu_irc,0.0058000000000000005,-0.0011079404563525408,2.1824418578851406
pile_cc,ubuntu_irc,0.0059,-0.001124103550657285,2.182425694790836
pile_cc,ubuntu_irc,0.006,-0.0011401816130915954,2.1824096167284015
pile_cc,ubuntu_irc,0.0061,-0.001156175244951374,2.1823936230965417
pile_cc,ubuntu_irc,0.006200000000000001,-0.0011720850406549133,2.182377713300838
pile_cc,ubuntu_irc,0.0063,-0.001187911587842816,2.1823618867536503
pile_cc,ubuntu_irc,0.0064,-0.0012036554674819122,2.182346142874011
pile_cc,ubuntu_irc,0.006500000000000001,-0.001219317253961183,2.182330481087532
pile_cc,ubuntu_irc,0.0066,-0.0012348975151894592,2.1823149008263036
pile_cc,ubuntu_irc,0.0067,-0.0012503968126904574,2.1822994015288026
pile_cc,ubuntu_irc,0.0068000000000000005,-0.001265815701696038,2.182283982639797
pile_cc,ubuntu_irc,0.006900000000000001,-0.0012811547312381322,2.182268643610255
pile_cc,ubuntu_irc,0.007,-0.0012964144442384473,2.1822533838972547
pile_cc,ubuntu_irc,0.0071,-0.0013115953775959532,2.182238202963897
pile_cc,ubuntu_irc,0.007200000000000001,-0.0013266980622743674,2.1822231002792187
pile_cc,ubuntu_irc,0.0073,-0.001341723023387864,2.1822080753181052
pile_cc,ubuntu_irc,0.0074,-0.001356670780282787,2.1821931275612103
pile_cc,ubuntu_irc,0.007500000000000001,-0.0013715418466224705,2.1821782564948706
pile_cc,ubuntu_irc,0.0076,-0.0013863367304649543,2.182163461611028
pile_cc,ubuntu_irc,0.0077,-0.001401055934344253,2.182148742407149
pile_cc,ubuntu_irc,0.0078000000000000005,-0.0014156999553476268,2.1821340983861455
pile_cc,ubuntu_irc,0.0079,-0.001430269285191077,2.182119529056302
pile_cc,ubuntu_irc,0.008,-0.001444764410295729,2.1821050339311974
pile_cc,ubuntu_irc,0.0081,-0.001459185811861996,2.182090612529631
pile_cc,ubuntu_irc,0.0082,-0.0014735339659388558,2.1820762643755542
pile_cc,ubuntu_irc,0.0083,-0.0014878093434993467,2.1820619889979938
pile_cc,ubuntu_irc,0.008400000000000001,-0.001502012410508069,2.182047785930985
pile_cc,ubuntu_irc,0.0085,-0.0015161436279904628,2.1820336547135026
pile_cc,ubuntu_irc,0.0086,-0.0015302034521007535,2.1820195948893923
pile_cc,ubuntu_irc,0.008700000000000001,-0.0015441923341867891,2.1820056060073063
pile_cc,ubuntu_irc,0.0088,-0.00155811072085843,2.1819916876206347
pile_cc,ubuntu_irc,0.0089,-0.0015719590540479444,2.181977839287445
pile_cc,ubuntu_irc,0.009000000000000001,-0.0015857377710775111,2.1819640605704156
pile_cc,ubuntu_irc,0.0091,-0.0015994473047160618,2.181950351036777
pile_cc,ubuntu_irc,0.0092,-0.0016130880832454508,2.1819367102582476
pile_cc,ubuntu_irc,0.009300000000000001,-0.0016266605305159665,2.181923137810977
pile_cc,ubuntu_irc,0.0094,-0.0016401650660089473,2.181909633275484
pile_cc,ubuntu_irc,0.0095,-0.0016536021048922933,2.181896196236601
pile_cc,ubuntu_irc,0.009600000000000001,-0.0016669720580781977,2.181882826283415
pile_cc,ubuntu_irc,0.0097,-0.001680275332279102,2.181869523009214
pile_cc,ubuntu_irc,0.0098,-0.0016935123300636512,2.1818562860114294
pile_cc,ubuntu_irc,0.0099,-0.0017066834499095407,2.1818431148915836
pile_cc,ubuntu_irc,0.01,-0.001719789086258583,2.1818300092552345
pile_cc,wikipedia_en,0.0,0.0,2.183549798341493
pile_cc,wikipedia_en,0.0001,1.420556929865313e-07,2.183549940397186
pile_cc,wikipedia_en,0.0002,2.943358445861577e-07,2.1835500926773377
pile_cc,wikipedia_en,0.00030000000000000003,4.568309672769999e-07,2.1835502551724604
pile_cc,wikipedia_en,0.0004,6.295316556936825e-07,2.183550427873149
pile_cc,wikipedia_en,0.0005,8.124285844068879e-07,2.1835506107700775
pile_cc,wikipedia_en,0.0006000000000000001,1.0055125079233562e-06,2.183550803854001
pile_cc,wikipedia_en,0.0007,1.2087742624622422e-06,2.1835510071157556
pile_cc,wikipedia_en,0.0008,1.4222047628464907e-06,2.183551220546256
pile_cc,wikipedia_en,0.0009000000000000001,1.6457950047232828e-06,2.183551444136498
pile_cc,wikipedia_en,0.001,1.8795360614554113e-06,2.1835516778775546
pile_cc,wikipedia_en,0.0011,2.1234190872299052e-06,2.1835519217605803
pile_cc,wikipedia_en,0.0012000000000000001,2.3774353139494053e-06,2.183552175776807
pile_cc,wikipedia_en,0.0013000000000000002,2.64157605345261e-06,2.1835524399175466
pile_cc,wikipedia_en,0.0014,2.915832693961562e-06,2.183552714174187
pile_cc,wikipedia_en,0.0015,3.2001967040784507e-06,2.183552998538197
pile_cc,wikipedia_en,0.0016,3.4946596279006314e-06,2.183553293001121
pile_cc,wikipedia_en,0.0017000000000000001,3.799213089017428e-06,2.183553597554582
pile_cc,wikipedia_en,0.0018000000000000002,4.113848787401508e-06,2.1835539121902805
pile_cc,wikipedia_en,0.0019,4.438558500741152e-06,2.183554236899994
pile_cc,wikipedia_en,0.002,4.7733340822198045e-06,2.1835545716755753
pile_cc,wikipedia_en,0.0021000000000000003,5.118167463624701e-06,2.1835549165089567
pile_cc,wikipedia_en,0.0022,5.4730506517941535e-06,2.183555271392145
pile_cc,wikipedia_en,0.0023,5.837975729505729e-06,2.1835556363172226
pile_cc,wikipedia_en,0.0024000000000000002,6.212934856808516e-06,2.18355601127635
pile_cc,wikipedia_en,0.0025,6.597920267470414e-06,2.1835563962617606
pile_cc,wikipedia_en,0.0026000000000000003,6.992924272974932e-06,2.183556791265766
pile_cc,wikipedia_en,0.0027,7.397939258080299e-06,2.183557196280751
pile_cc,wikipedia_en,0.0028,7.812957683039912e-06,2.183557611299176
pile_cc,wikipedia_en,0.0029000000000000002,8.23797208360233e-06,2.1835580363135767
pile_cc,wikipedia_en,0.003,8.672975069234923e-06,2.1835584713165623
pile_cc,wikipedia_en,0.0031000000000000003,9.117959324900227e-06,2.183558916300818
pile_cc,wikipedia_en,0.0032,9.572917607503229e-06,2.1835593712591006
pile_cc,wikipedia_en,0.0033,1.0037842749444081e-05,2.1835598361842425
pile_cc,wikipedia_en,0.0034000000000000002,1.0512727656841747e-05,2.18356031106915
pile_cc,wikipedia_en,0.0035,1.0997565309089907e-05,2.183560795906802
pile_cc,wikipedia_en,0.0036000000000000003,1.1492348757968784e-05,2.183561290690251
pile_cc,wikipedia_en,0.0037,1.199707112897741e-05,2.183561795412622
pile_cc,wikipedia_en,0.0038,1.2511725620889536e-05,2.183562310067114
pile_cc,wikipedia_en,0.0039000000000000003,1.3036305504865453e-05,2.183562834646998
pile_cc,wikipedia_en,0.004,1.3570804123119729e-05,2.183563369145616
pile_cc,wikipedia_en,0.0041,1.4115214892473915e-05,2.1835639135563856
pile_cc,wikipedia_en,0.004200000000000001,1.4669531299915661e-05,2.183564467872793
pile_cc,wikipedia_en,0.0043,1.5233746904819156e-05,2.183565032088398
pile_cc,wikipedia_en,0.0044,1.5807855338501042e-05,2.1835656061968316
pile_cc,wikipedia_en,0.0045000000000000005,1.6391850303332234e-05,2.1835661901917964
pile_cc,wikipedia_en,0.0046,1.698572557318201e-05,2.1835667840670663
pile_cc,wikipedia_en,0.0047,1.758947499297392e-05,2.183567387816486
pile_cc,wikipedia_en,0.0048000000000000004,1.82030924782417e-05,2.1835680014339713
pile_cc,wikipedia_en,0.0049,1.8826572015573362e-05,2.1835686249135087
pile_cc,wikipedia_en,0.005,1.9459907662167097e-05,2.1835692582491553
pile_cc,wikipedia_en,0.0051,2.0103093544499018e-05,2.1835699014350376
pile_cc,wikipedia_en,0.005200000000000001,2.0756123860543596e-05,2.1835705544653536
pile_cc,wikipedia_en,0.0053,2.141899287799731e-05,2.183571217334371
pile_cc,wikipedia_en,0.0054,2.209169493339047e-05,2.1835718900364265
pile_cc,wikipedia_en,0.0055000000000000005,2.2774224433863566e-05,2.183572572565927
pile_cc,wikipedia_en,0.0056,2.3466575855390914e-05,2.1835732649173485
pile_cc,wikipedia_en,0.0057,2.416874374366884e-05,2.1835739670852368
pile_cc,wikipedia_en,0.0058000000000000005,2.4880722713671588e-05,2.1835746790642068
pile_cc,wikipedia_en,0.0059,2.5602507448763134e-05,2.183575400848942
pile_cc,wikipedia_en,0.006,2.6334092701141287e-05,2.1835761324341942
pile_cc,wikipedia_en,0.0061,2.7075473291837682e-05,2.183576873814785
pile_cc,wikipedia_en,0.006200000000000001,2.782664411071778e-05,2.183577624985604
pile_cc,wikipedia_en,0.0063,2.8587600115592693e-05,2.1835783859416087
pile_cc,wikipedia_en,0.0064,2.9358336331775092e-05,2.183579156677825
pile_cc,wikipedia_en,0.006500000000000001,3.0138847853411477e-05,2.1835799371893465
pile_cc,wikipedia_en,0.0066,3.0929129842149905e-05,2.1835807274713352
pile_cc,wikipedia_en,0.0067,3.1729177527584085e-05,2.1835815275190207
pile_cc,wikipedia_en,0.0068000000000000005,3.2538986206809284e-05,2.1835823373277
pile_cc,wikipedia_en,0.006900000000000001,3.335855124353415e-05,2.1835831568927366
pile_cc,wikipedia_en,0.007,3.4187868069857075e-05,2.183583986209563
pile_cc,wikipedia_en,0.0071,3.5026932184045734e-05,2.183584825273677
pile_cc,wikipedia_en,0.007200000000000001,3.587573915142528e-05,2.1835856740806445
pile_cc,wikipedia_en,0.0073,3.673428460526651e-05,2.1835865326260984
pile_cc,wikipedia_en,0.0074,3.760256424367725e-05,2.1835874009057368
pile_cc,wikipedia_en,0.007500000000000001,3.8480573832710974e-05,2.183588278915326
pile_cc,wikipedia_en,0.0076,3.936830920370227e-05,2.183589166650697
pile_cc,wikipedia_en,0.0077,4.026576625548728e-05,2.1835900641077486
pile_cc,wikipedia_en,0.0078000000000000005,4.117294095173918e-05,2.183590971282445
pile_cc,wikipedia_en,0.0079,4.208982932274452e-05,2.183591888170816
pile_cc,wikipedia_en,0.008,4.301642746495915e-05,2.183592814768958
pile_cc,wikipedia_en,0.0081,4.395273154012003e-05,2.183593751073033
pile_cc,wikipedia_en,0.0082,4.4898737774801134e-05,2.183594697079268
pile_cc,wikipedia_en,0.0083,4.5854442463078016e-05,2.183595652783956
pile_cc,wikipedia_en,0.008400000000000001,4.681984196208688e-05,2.183596618183455
pile_cc,wikipedia_en,0.0085,4.779493269557733e-05,2.1835975932741887
pile_cc,wikipedia_en,0.0086,4.8779711152135974e-05,2.1835985780526452
pile_cc,wikipedia_en,0.008700000000000001,4.977417388474237e-05,2.183599572515378
pile_cc,wikipedia_en,0.0088,5.077831751210127e-05,2.183600576659005
pile_cc,wikipedia_en,0.0089,5.1792138717310365e-05,2.1836015904802104
pile_cc,wikipedia_en,0.009000000000000001,5.281563424786029e-05,2.183602613975741
pile_cc,wikipedia_en,0.0091,5.38488009156346e-05,2.1836036471424087
pile_cc,wikipedia_en,0.0092,5.489163559735388e-05,2.1836046899770905
pile_cc,wikipedia_en,0.009300000000000001,5.5944135233687575e-05,2.183605742476727
pile_cc,wikipedia_en,0.0094,5.7006296830142134e-05,2.1836068046383232
pile_cc,wikipedia_en,0.0095,5.8078117455284684e-05,2.1836078764589484
pile_cc,wikipedia_en,0.009600000000000001,5.91595942416312e-05,2.1836089579357347
pile_cc,wikipedia_en,0.0097,6.025072438742285e-05,2.1836100490658805
pile_cc,wikipedia_en,0.0098,6.135150515174104e-05,2.183611149846645
pile_cc,wikipedia_en,0.0099,6.246193385983645e-05,2.183612260275353
pile_cc,wikipedia_en,0.01,6.358200789913226e-05,2.1836133803493922
pile_cc,europarl,0.0,0.0,2.183549798341493
pile_cc,europarl,0.0001,4.78216068389159e-06,2.183554580502177
pile_cc,europarl,0.0002,9.568953977190375e-06,2.1835593672954703
pile_cc,europarl,0.00030000000000000003,1.4360378879363367e-05,2.1835641587203725
pile_cc,europarl,0.0004,1.9156434575950954e-05,2.183568954776069
pile_cc,europarl,0.0005,2.395712042924103e-05,2.1835737554619223
pile_cc,europarl,0.0006000000000000001,2.8762435979157175e-05,2.1835785607774723
pile_cc,europarl,0.0007,3.357238093348869e-05,2.1835833707224266
pile_cc,europarl,0.0008,3.838695516877877e-05,2.183588185296662
pile_cc,europarl,0.0009000000000000001,4.320615872233091e-05,2.1835930045002154
pile_cc,europarl,0.001,4.8029991790876636e-05,2.183597828333284
pile_cc,europarl,0.0011,5.285845472524642e-05,2.1836026567962183
pile_cc,europarl,0.0012000000000000001,5.7691548026816974e-05,2.18360748988952
pile_cc,europarl,0.0013000000000000002,6.252927234662309e-05,2.1836123276138397
pile_cc,europarl,0.0014,6.737162847780809e-05,2.183617169969971
pile_cc,europarl,0.0015,7.221861735517976e-05,2.1836220169588483
pile_cc,europarl,0.0016,7.707024005165763e-05,2.1836268685815448
pile_cc,europarl,0.0017000000000000001,8.192649777427619e-05,2.1836317248392674
pile_cc,europarl,0.0018000000000000002,8.678739186240847e-05,2.1836365857333555
pile_cc,europarl,0.0019,9.165292378332524e-05,2.1836414512652764
pile_cc,europarl,0.002,9.652309513219492e-05,2.1836463214366253
pile_cc,europarl,0.0021000000000000003,0.00010139790762542233,2.1836511962491185
pile_cc,europarl,0.0022,0.00010627736310198088,2.183656075704595
pile_cc,europarl,0.0023,0.00011116146351852763,2.1836609598050116
pile_cc,europarl,0.0024000000000000002,0.00011605021094762691,2.1836658485524407
pile_cc,europarl,0.0025,0.00012094360757552991,2.1836707419490686
pile_cc,europarl,0.0026000000000000003,0.0001258416556995101,2.1836756399971926
pile_cc,europarl,0.0027,0.00013074435772653104,2.1836805426992196
pile_cc,europarl,0.0028,0.0001356517161705817,2.1836854500576637
pile_cc,europarl,0.0029000000000000002,0.0001405637336486798,2.1836903620751418
pile_cc,europarl,0.003,0.0001454804128835363,2.1836952787543766
pile_cc,europarl,0.0031000000000000003,0.00015040175669689404,2.18370020009819
pile_cc,europarl,0.0032,0.00015532776801041592,2.1837051261095035
pile_cc,europarl,0.0033,0.00016025844984213222,2.1837100567913352
pile_cc,europarl,0.0034000000000000002,0.00016519380530644057,2.1837149921467995
pile_cc,europarl,0.0035,0.0001701338376114414,2.1837199321791045
pile_cc,europarl,0.0036000000000000003,0.00017507855005627349,2.1837248768915494
pile_cc,europarl,0.0037,0.000180027946032002,2.183729826287525
pile_cc,europarl,0.0038,0.00018498202901762184,2.1837347803705107
pile_cc,europarl,0.0039000000000000003,0.00018994080258005752,2.183739739144073
pile_cc,europarl,0.004,0.0001949042703714987,2.1837447026118646
pile_cc,europarl,0.0041,0.0001998724361294002,2.1837496707776225
pile_cc,europarl,0.004200000000000001,0.00020484530367337328,2.1837546436451665
pile_cc,europarl,0.0043,0.00020982287690562984,2.1837596212183987
pile_cc,europarl,0.0044,0.000214805159809206,2.1837646035013023
pile_cc,europarl,0.0045000000000000005,0.0002197921564448535,2.183769590497938
pile_cc,europarl,0.0046,0.00022478387095148378,2.1837745822124446
pile_cc,europarl,0.0047,0.00022978030754705614,2.18377957864904
pile_cc,europarl,0.0048000000000000004,0.00023478147052147236,2.1837845798120146
pile_cc,europarl,0.0049,0.0002397873642423498,2.1837895857057354
pile_cc,europarl,0.005,0.00024479799314880424,2.183794596334642
pile_cc,europarl,0.0051,0.0002498133617523379,2.1837996117032454
pile_cc,europarl,0.005200000000000001,0.0002548334746363956,2.1838046318161295
pile_cc,europarl,0.0053,0.0002598583364545881,2.1838096566779477
pile_cc,europarl,0.0054,0.0002648879519293601,2.1838146862934225
pile_cc,europarl,0.0055000000000000005,0.00026992232585199005,2.183819720667345
pile_cc,europarl,0.0056,0.00027496146307992575,2.183824759804573
pile_cc,europarl,0.0057,0.0002800053685390047,2.183829803710032
pile_cc,europarl,0.0058000000000000005,0.0002850540472190133,2.183834852388712
pile_cc,europarl,0.0059,0.00029010750417546305,2.1838399058456686
pile_cc,europarl,0.006,0.0002951657445282585,2.1838449640860214
pile_cc,europarl,0.0061,0.00030022877345814436,2.1838500271149512
pile_cc,europarl,0.006200000000000001,0.00030529659621159055,2.1838550949377047
pile_cc,europarl,0.0063,0.00031036921809413087,2.1838601675595872
pile_cc,europarl,0.0064,0.0003154466444730275,2.183865244985966
pile_cc,europarl,0.006500000000000001,0.0003205288807754947,2.1838703272222686
pile_cc,europarl,0.0066,0.0003256159324891428,2.1838754142739822
pile_cc,europarl,0.0067,0.00033070780515886966,2.183880506146652
pile_cc,europarl,0.0068000000000000005,0.00033580450438908116,2.183885602845882
pile_cc,europarl,0.006900000000000001,0.00034090603584058243,2.1838907043773337
pile_cc,europarl,0.007,0.00034601240523191024,2.183895810746725
pile_cc,europarl,0.0071,0.00035112361833755656,2.1839009219598307
pile_cc,europarl,0.007200000000000001,0.00035623968098752457,2.1839060380224806
pile_cc,europarl,0.0073,0.00036136059906688445,2.18391115894056
pile_cc,europarl,0.0074,0.0003664863785157735,2.183916284720009
pile_cc,europarl,0.007500000000000001,0.00037161702532806373,2.183921415366821
pile_cc,europarl,0.0076,0.0003767525455504739,2.1839265508870436
pile_cc,europarl,0.0077,0.0003818929452839015,2.183931691286777
pile_cc,europarl,0.0078000000000000005,0.0003870382306812026,2.1839368365721743
pile_cc,europarl,0.0079,0.0003921884079463034,2.1839419867494394
pile_cc,europarl,0.008,0.0003973434833364209,2.1839471418248295
pile_cc,europarl,0.0081,0.00040250346315806595,2.183952301804651
pile_cc,europarl,0.0082,0.0004076683537692638,2.1839574666952624
pile_cc,europarl,0.0083,0.0004128381615786658,2.1839626365030718
pile_cc,europarl,0.008400000000000001,0.0004180128930442173,2.1839678112345373
pile_cc,europarl,0.0085,0.00042319255467271333,2.183972990896166
pile_cc,europarl,0.0086,0.000428377153020687,2.183978175494514
pile_cc,europarl,0.008700000000000001,0.0004335666946926331,2.1839833650361857
pile_cc,europarl,0.0088,0.000438761186341452,2.1839885595278345
pile_cc,europarl,0.0089,0.00044396063466844993,2.1839937589761615
pile_cc,europarl,0.009000000000000001,0.0004491650464211183,2.183998963387914
pile_cc,europarl,0.0091,0.00045437442839579845,2.184004172769889
pile_cc,europarl,0.0092,0.0004595887874341287,2.1840093871289272
pile_cc,europarl,0.009300000000000001,0.0004648081304252649,2.1840146064719184
pile_cc,europarl,0.0094,0.0004700324643032161,2.1840198308057963
pile_cc,europarl,0.0095,0.0004752617960490646,2.184025060137542
pile_cc,europarl,0.009600000000000001,0.0004804961326887458,2.184030294474182
pile_cc,europarl,0.0097,0.00048573548129482447,2.184035533822788
pile_cc,europarl,0.0098,0.0004909798489820538,2.184040778190475
pile_cc,europarl,0.0099,0.0004962292429127046,2.184046027584406
pile_cc,europarl,0.01,0.0005014836702921244,2.1840512820117852
