delta_u,s_Q,parameter_multiplier,critical_delta_u,N_B,D_B
0.105,0.5,2.0459237248774715,0.5823545854020288,7.0,140.0
0.106,0.5,2.061136649144123,0.5823545854020288,7.0,140.0
0.107,0.5,2.076489290248434,0.5823545854020288,7.0,140.0
0.108,0.5,2.091983197864166,0.5823545854020288,7.0,140.0
0.109,0.5,2.1076199419539146,0.5823545854020288,7.0,140.0
0.11,0.5,2.123401113076458,0.5823545854020288,7.0,140.0
0.111,0.5,2.139328322699405,0.5823545854020288,7.0,140.0
0.112,0.5,2.155403203517259,0.5823545854020288,7.0,140.0
0.113,0.5,2.1716274097749837,0.5823545854020288,7.0,140.0
0.114,0.5,2.1880026175971747,0.5823545854020288,7.0,140.0
0.115,0.5,2.204530525322954,0.5823545854020288,7.0,140.0
0.116,0.5,2.221212853846723,0.5823545854020288,7.0,140.0
0.117,0.5,2.2380513469648284,0.5823545854020288,7.0,140.0
0.11800000000000001,0.5,2.2550477717283237,0.5823545854020288,7.0,140.0
0.11900000000000001,0.5,2.272203918801902,0.5823545854020288,7.0,140.0
0.12,0.5,2.289521602829132,0.5823545854020288,7.0,140.0
0.121,0.5,2.307002662804144,0.5823545854020288,7.0,140.0
0.122,0.5,2.324648962449849,0.5823545854020288,7.0,140.0
0.123,0.5,2.342462390602868,0.5823545854020288,7.0,140.0
0.124,0.5,2.3604448616052633,0.5823545854020288,7.0,140.0
0.125,0.5,2.378598315703247,0.5823545854020288,7.0,140.0
0.126,0.5,2.3969247194529752,0.5823545854020288,7.0,140.0
0.127,0.5,2.415426066133568,0.5823545854020288,7.0,140.0
0.128,0.5,2.434104376167534,0.5823545854020288,7.0,140.0
0.129,0.5,2.4529616975487145,0.5823545854020288,7.0,140.0
0.13,0.5,2.4720001062779096,0.5823545854020288,7.0,140.0
0.131,0.5,2.4912217068063383,0.5823545854020288,7.0,140.0
0.132,0.5,2.510628632487107,0.5823545854020288,7.0,140.0
0.133,0.5,2.530223046034819,0.5823545854020288,7.0,140.0
0.134,0.5,2.550007139993528,0.5823545854020288,7.0,140.0
0.135,0.5,2.56998313721315,0.5823545854020288,7.0,140.0
0.136,0.5,2.5901532913345835,0.5823545854020288,7.0,140.0
0.137,0.5,2.610519887283646,0.5823545854020288,7.0,140.0
0.138,0.5,2.6310852417740205,0.5823545854020288,7.0,140.0
0.139,0.5,2.651851703819461,0.5823545854020288,7.0,140.0
0.14,0.5,2.6728216552553374,0.5823545854020288,7.0,140.0
0.14100000000000001,0.5,2.6939975112698145,0.5823545854020288,7.0,140.0
0.14200000000000002,0.5,2.715381720944799,0.5823545854020288,7.0,140.0
0.14300000000000002,0.5,2.7369767678068913,0.5823545854020288,7.0,140.0
0.14400000000000002,0.5,2.758785170388528,0.5823545854020288,7.0,140.0
0.145,0.5,2.7808094827995573,0.5823545854020288,7.0,140.0
0.146,0.5,2.8030522953094033,0.5823545854020288,7.0,140.0
0.147,0.5,2.825516234940124,0.5823545854020288,7.0,140.0
0.148,0.5,2.848203966070528,0.5823545854020288,7.0,140.0
0.149,0.5,2.8711181910516066,0.5823545854020288,7.0,140.0
0.15,0.5,2.8942616508335117,0.5823545854020288,7.0,140.0
0.151,0.5,2.9176371256043314,0.5823545854020288,7.0,140.0
0.152,0.5,2.9412474354409075,0.5823545854020288,7.0,140.0
0.153,0.5,2.9650954409719477,0.5823545854020288,7.0,140.0
0.154,0.5,2.9891840440536974,0.5823545854020288,7.0,140.0
0.155,0.5,3.0135161884584214,0.5823545854020288,7.0,140.0
0.156,0.5,3.0380948605760336,0.5823545854020288,7.0,140.0
0.157,0.5,3.0629230901290456,0.5823545854020288,7.0,140.0
0.158,0.5,3.0880039509012103,0.5823545854020288,7.0,140.0
0.159,0.5,3.1133405614801353,0.5823545854020288,7.0,140.0
0.16,0.5,3.138936086014127,0.5823545854020288,7.0,140.0
0.161,0.5,3.164793734983636,0.5823545854020288,7.0,140.0
0.162,0.5,3.1909167659875544,0.5823545854020288,7.0,140.0
0.163,0.5,3.2173084845447404,0.5823545854020288,7.0,140.0
0.164,0.5,3.2439722449110677,0.5823545854020288,7.0,140.0
0.165,0.5,3.2709114509123447,0.5823545854020288,7.0,140.0
0.166,0.5,3.298129556793484,0.5823545854020288,7.0,140.0
0.167,0.5,3.3256300680842,0.5823545854020288,7.0,140.0
0.168,0.5,3.3534165424816904,0.5823545854020288,7.0,140.0
0.169,0.5,3.3814925907506077,0.5823545854020288,7.0,140.0
0.17,0.5,3.409861877640716,0.5823545854020288,7.0,140.0
0.171,0.5,3.438528122822664,0.5823545854020288,7.0,140.0
0.17200000000000001,0.5,3.4674951018422218,0.5823545854020288,7.0,140.0
0.17300000000000001,0.5,3.4967666470933962,0.5823545854020288,7.0,140.0
0.17400000000000002,0.5,3.526346648810915,0.5823545854020288,7.0,140.0
0.17500000000000002,0.5,3.5562390560823935,0.5823545854020288,7.0,140.0
0.176,0.5,3.586447877880744,0.5823545854020288,7.0,140.0
0.177,0.5,3.61697718411721,0.5823545854020288,7.0,140.0
0.178,0.5,3.647831106715476,0.5823545854020288,7.0,140.0
0.179,0.5,3.6790138407074195,0.5823545854020288,7.0,140.0
0.18,0.5,3.710529645350864,0.5823545854020288,7.0,140.0
0.181,0.5,3.742382845269962,0.5823545854020288,7.0,140.0
0.182,0.5,3.774577831618603,0.5823545854020288,7.0,140.0
0.183,0.5,3.8071190632674856,0.5823545854020288,7.0,140.0
0.184,0.5,3.840011068015255,0.5823545854020288,7.0,140.0
0.185,0.5,3.8732584438244544,0.5823545854020288,7.0,140.0
0.186,0.5,3.90686586008258,0.5823545854020288,7.0,140.0
0.187,0.5,3.9408380588891525,0.5823545854020288,7.0,140.0
0.188,0.5,3.975179856369088,0.5823545854020288,7.0,140.0
0.189,0.5,4.0098961440131875,0.5823545854020288,7.0,140.0
0.19,0.5,4.044991890046275,0.5823545854020288,7.0,140.0
0.191,0.5,4.080472140823699,0.5823545854020288,7.0,140.0
0.192,0.5,4.116342022256735,0.5823545854020288,7.0,140.0
0.193,0.5,4.152606741267704,0.5823545854020288,7.0,140.0
0.194,0.5,4.189271587275394,0.5823545854020288,7.0,140.0
0.195,0.5,4.22634193371159,0.5823545854020288,7.0,140.0
0.196,0.5,4.263823239569344,0.5823545854020288,7.0,140.0
0.197,0.5,4.301721050983805,0.5823545854020288,7.0,140.0
0.198,0.5,4.340041002846358,0.5823545854020288,7.0,140.0
0.199,0.5,4.378788820452816,0.5823545854020288,7.0,140.0
0.2,0.5,4.417970321186609,0.5823545854020288,7.0,140.0
0.0,1.0,1.0,1.1647091708040576,7.0,140.0
0.001,1.0,1.0031595057204927,1.1647091708040576,7.0,140.0
0.002,1.0,1.0063311412224523,1.1647091708040576,7.0,140.0
0.003,1.0,1.009514962185123,1.1647091708040576,7.0,140.0
0.004,1.0,1.012711024587572,1.1647091708040576,7.0,140.0
0.005,1.0,1.0159193847105514,1.1647091708040576,7.0,140.0
0.006,1.0,1.0191400991383694,1.1647091708040576,7.0,140.0
0.007,1.0,1.0223732247607764,1.1647091708040576,7.0,140.0
0.008,1.0,1.0256188187748687,1.1647091708040576,7.0,140.0
0.009000000000000001,1.0,1.028876938686998,1.1647091708040576,7.0,140.0
0.01,1.0,1.0321476423146991,1.1647091708040576,7.0,140.0
0.011,1.0,1.035430987788632,1.1647091708040576,7.0,140.0
0.012,1.0,1.038727033554536,1.1647091708040576,7.0,140.0
0.013000000000000001,1.0,1.042035838375196,1.1647091708040576,7.0,140.0
0.014,1.0,1.0453574613324261,1.1647091708040576,7.0,140.0
0.015,1.0,1.0486919618290658,1.1647091708040576,7.0,140.0
0.016,1.0,1.0520393995909876,1.1647091708040576,7.0,140.0
0.017,1.0,1.0553998346691258,1.1647091708040576,7.0,140.0
0.018000000000000002,1.0,1.058773327441512,1.1647091708040576,7.0,140.0
0.019,1.0,1.0621599386153329,1.1647091708040576,7.0,140.0
0.02,1.0,1.0655597292289907,1.1647091708040576,7.0,140.0
0.021,1.0,1.0689727606541946,1.1647091708040576,7.0,140.0
0.022,1.0,1.0723990945980535,1.1647091708040576,7.0,140.0
0.023,1.0,1.0758387931051885,1.1647091708040576,7.0,140.0
0.024,1.0,1.0792919185598642,1.1647091708040576,7.0,140.0
0.025,1.0,1.0827585336881294,1.1647091708040576,7.0,140.0
0.026000000000000002,1.0,1.086238701559974,1.1647091708040576,7.0,140.0
0.027,1.0,1.0897324855915054,1.1647091708040576,7.0,140.0
0.028,1.0,1.093239949547138,1.1647091708040576,7.0,140.0
0.029,1.0,1.096761157541797,1.1647091708040576,7.0,140.0
0.03,1.0,1.1002961740431387,1.1647091708040576,7.0,140.0
0.031,1.0,1.1038450638737904,1.1647091708040576,7.0,140.0
0.032,1.0,1.1074078922136013,1.1647091708040576,7.0,140.0
0.033,1.0,1.1109847246019098,1.1647091708040576,7.0,140.0
0.034,1.0,1.114575626939837,1.1647091708040576,7.0,140.0
0.035,1.0,1.1181806654925783,1.1647091708040576,7.0,140.0
0.036000000000000004,1.0,1.1217999068917293,1.1647091708040576,7.0,140.0
0.037,1.0,1.1254334181376207,1.1647091708040576,7.0,140.0
0.038,1.0,1.1290812666016672,1.1647091708040576,7.0,140.0
0.039,1.0,1.1327435200287408,1.1647091708040576,7.0,140.0
0.04,1.0,1.1364202465395563,1.1647091708040576,7.0,140.0
0.041,1.0,1.1401115146330751,1.1647091708040576,7.0,140.0
0.042,1.0,1.143817393188924,1.1647091708040576,7.0,140.0
0.043000000000000003,1.0,1.1475379514698398,1.1647091708040576,7.0,140.0
0.044,1.0,1.1512732591241215,1.1647091708040576,7.0,140.0
0.045,1.0,1.155023386188106,1.1647091708040576,7.0,140.0
0.046,1.0,1.158788403088664,1.1647091708040576,7.0,140.0
0.047,1.0,1.162568380645704,1.1647091708040576,7.0,140.0
0.048,1.0,1.1663633900747095,1.1647091708040576,7.0,140.0
0.049,1.0,1.170173502989279,1.1647091708040576,7.0,140.0
0.05,1.0,1.1739987914037,1.1647091708040576,7.0,140.0
0.051000000000000004,1.0,1.1778393277355261,1.1647091708040576,7.0,140.0
0.052000000000000005,1.0,1.1816951848081885,1.1647091708040576,7.0,140.0
0.053,1.0,1.1855664358536133,1.1647091708040576,7.0,140.0
0.054,1.0,1.1894531545148672,1.1647091708040576,7.0,140.0
0.055,1.0,1.1933554148488168,1.1647091708040576,7.0,140.0
0.056,1.0,1.1972732913288135,1.1647091708040576,7.0,140.0
0.057,1.0,1.20120685884739,1.1647091708040576,7.0,140.0
0.058,1.0,1.2051561927189844,1.1647091708040576,7.0,140.0
0.059000000000000004,1.0,1.2091213686826794,1.1647091708040576,7.0,140.0
0.06,1.0,1.2131024629049665,1.1647091708040576,7.0,140.0
0.061,1.0,1.2170995519825223,1.1647091708040576,7.0,140.0
0.062,1.0,1.2211127129450154,1.1647091708040576,7.0,140.0
0.063,1.0,1.2251420232579264,1.1647091708040576,7.0,140.0
0.064,1.0,1.2291875608253944,1.1647091708040576,7.0,140.0
0.065,1.0,1.2332494039930788,1.1647091708040576,7.0,140.0
0.066,1.0,1.2373276315510442,1.1647091708040576,7.0,140.0
0.067,1.0,1.241422322736676,1.1647091708040576,7.0,140.0
0.068,1.0,1.2455335572375976,1.1647091708040576,7.0,140.0
0.069,1.0,1.2496614151946301,1.1647091708040576,7.0,140.0
0.07,1.0,1.2538059772047623,1.1647091708040576,7.0,140.0
0.07100000000000001,1.0,1.2579673243241458,1.1647091708040576,7.0,140.0
0.07200000000000001,1.0,1.2621455380711089,1.1647091708040576,7.0,140.0
0.073,1.0,1.2663407004292033,1.1647091708040576,7.0,140.0
0.074,1.0,1.2705528938502622,1.1647091708040576,7.0,140.0
0.075,1.0,1.2747822012574814,1.1647091708040576,7.0,140.0
0.076,1.0,1.2790287060485386,1.1647091708040576,7.0,140.0
0.077,1.0,1.2832924920987152,1.1647091708040576,7.0,140.0
0.078,1.0,1.2875736437640557,1.1647091708040576,7.0,140.0
0.079,1.0,1.2918722458845477,1.1647091708040576,7.0,140.0
0.08,1.0,1.2961883837873198,1.1647091708040576,7.0,140.0
0.081,1.0,1.300522143289872,1.1647091708040576,7.0,140.0
0.082,1.0,1.3048736107033307,1.1647091708040576,7.0,140.0
0.083,1.0,1.3092428728357133,1.1647091708040576,7.0,140.0
0.084,1.0,1.3136300169952386,1.1647091708040576,7.0,140.0
0.085,1.0,1.3180351309936464,1.1647091708040576,7.0,140.0
0.08600000000000001,1.0,1.3224583031495525,1.1647091708040576,7.0,140.0
0.08700000000000001,1.0,1.3268996222918146,1.1647091708040576,7.0,140.0
0.088,1.0,1.3313591777629468,1.1647091708040576,7.0,140.0
0.089,1.0,1.3358370594225337,1.1647091708040576,7.0,140.0
0.09,1.0,1.3403333576506933,1.1647091708040576,7.0,140.0
0.091,1.0,1.344848163351546,1.1647091708040576,7.0,140.0
0.092,1.0,1.3493815679567325,1.1647091708040576,7.0,140.0
0.093,1.0,1.3539336634289298,1.1647091708040576,7.0,140.0
0.094,1.0,1.3585045422654247,1.1647091708040576,7.0,140.0
0.095,1.0,1.3630942975016929,1.1647091708040576,7.0,140.0
0.096,1.0,1.3677030227150107,1.1647091708040576,7.0,140.0
0.097,1.0,1.3723308120280988,1.1647091708040576,7.0,140.0
0.098,1.0,1.376977760112792,1.1647091708040576,7.0,140.0
0.099,1.0,1.3816439621937295,1.1647091708040576,7.0,140.0
0.1,1.0,1.3863295140520877,1.1647091708040576,7.0,140.0
0.101,1.0,1.3910345120293282,1.1647091708040576,7.0,140.0
0.10200000000000001,1.0,1.3957590530309807,1.1647091708040576,7.0,140.0
0.10300000000000001,1.0,1.4005032345304573,1.1647091708040576,7.0,140.0
0.10400000000000001,1.0,1.4052671545728854,1.1647091708040576,7.0,140.0
0.105,1.0,1.4100509117789881,1.1647091708040576,7.0,140.0
0.106,1.0,1.4148546053489726,1.1647091708040576,7.0,140.0
0.107,1.0,1.4196783350664688,1.1647091708040576,7.0,140.0
0.108,1.0,1.4245222013024854,1.1647091708040576,7.0,140.0
0.109,1.0,1.4293863050193976,1.1647091708040576,7.0,140.0
0.11,1.0,1.4342707477749717,1.1647091708040576,7.0,140.0
0.111,1.0,1.439175631726417,1.1647091708040576,7.0,140.0
0.112,1.0,1.444101059634471,1.1647091708040576,7.0,140.0
0.113,1.0,1.4490471348675067,1.1647091708040576,7.0,140.0
0.114,1.0,1.454013961405691,1.1647091708040576,7.0,140.0
0.115,1.0,1.459001643845153,1.1647091708040576,7.0,140.0
0.116,1.0,1.4640102874022052,1.1647091708040576,7.0,140.0
0.117,1.0,1.4690399979175799,1.1647091708040576,7.0,140.0
0.11800000000000001,1.0,1.4740908818607088,1.1647091708040576,7.0,140.0
0.11900000000000001,1.0,1.4791630463340368,1.1647091708040576,7.0,140.0
0.12,1.0,1.4842565990773644,1.1647091708040576,7.0,140.0
0.121,1.0,1.489371648472221,1.1647091708040576,7.0,140.0
0.122,1.0,1.4945083035462834,1.1647091708040576,7.0,140.0
0.123,1.0,1.499666673977822,1.1647091708040576,7.0,140.0
0.124,1.0,1.5048468701001745,1.1647091708040576,7.0,140.0
0.125,1.0,1.5100490029062734,1.1647091708040576,7.0,140.0
0.126,1.0,1.5152731840531888,1.1647091708040576,7.0,140.0
0.127,1.0,1.520519525866722,1.1647091708040576,7.0,140.0
0.128,1.0,1.5257881413460221,1.1647091708040576,7.0,140.0
0.129,1.0,1.531079144168255,1.1647091708040576,7.0,140.0
0.13,1.0,1.5363926486932904,1.1647091708040576,7.0,140.0
0.131,1.0,1.5417287699684417,1.1647091708040576,7.0,140.0
0.132,1.0,1.5470876237332358,1.1647091708040576,7.0,140.0
0.133,1.0,1.5524693264242175,1.1647091708040576,7.0,140.0
0.134,1.0,1.5578739951798002,1.1647091708040576,7.0,140.0
0.135,1.0,1.5633017478451463,1.1647091708040576,7.0,140.0
0.136,1.0,1.5687527029770936,1.1647091708040576,7.0,140.0
0.137,1.0,1.5742269798491166,1.1647091708040576,7.0,140.0
0.138,1.0,1.5797246984563278,1.1647091708040576,7.0,140.0
0.139,1.0,1.5852459795205156,1.1647091708040576,7.0,140.0
0.14,1.0,1.5907909444952306,1.1647091708040576,7.0,140.0
0.14100000000000001,1.0,1.5963597155709055,1.1647091708040576,7.0,140.0
0.14200000000000002,1.0,1.6019524156800142,1.1647091708040576,7.0,140.0
0.14300000000000002,1.0,1.607569168502278,1.1647091708040576,7.0,140.0
0.14400000000000002,1.0,1.6132100984699076,1.1647091708040576,7.0,140.0
0.145,1.0,1.6188753307728936,1.1647091708040576,7.0,140.0
0.146,1.0,1.6245649913643319,1.1647091708040576,7.0,140.0
0.147,1.0,1.6302792069657948,1.1647091708040576,7.0,140.0
0.148,1.0,1.6360181050727474,1.1647091708040576,7.0,140.0
0.149,1.0,1.6417818139600076,1.1647091708040576,7.0,140.0
0.15,1.0,1.6475704626872347,1.1647091708040576,7.0,140.0
0.151,1.0,1.6533841811044934,1.1647091708040576,7.0,140.0
0.152,1.0,1.6592230998578301,1.1647091708040576,7.0,140.0
0.153,1.0,1.6650873503949113,1.1647091708040576,7.0,140.0
0.154,1.0,1.6709770649707074,1.1647091708040576,7.0,140.0
0.155,1.0,1.6768923766532111,1.1647091708040576,7.0,140.0
0.156,1.0,1.6828334193292176,1.1647091708040576,7.0,140.0
0.157,1.0,1.68880032771014,1.1647091708040576,7.0,140.0
0.158,1.0,1.6947932373378711,1.1647091708040576,7.0,140.0
0.159,1.0,1.7008122845907063,1.1647091708040576,7.0,140.0
0.16,1.0,1.7068576066892867,1.1647091708040576,7.0,140.0
0.161,1.0,1.7129293417026328,1.1647091708040576,7.0,140.0
0.162,1.0,1.7190276285541788,1.1647091708040576,7.0,140.0
0.163,1.0,1.7251526070278964,1.1647091708040576,7.0,140.0
0.164,1.0,1.7313044177744406,1.1647091708040576,7.0,140.0
0.165,1.0,1.7374832023173643,1.1647091708040576,7.0,140.0
0.166,1.0,1.7436891030593678,1.1647091708040576,7.0,140.0
0.167,1.0,1.7499222632886147,1.1647091708040576,7.0,140.0
0.168,1.0,1.7561828271850852,1.1647091708040576,7.0,140.0
0.169,1.0,1.7624709398269927,1.1647091708040576,7.0,140.0
0.17,1.0,1.76878674719724,1.1647091708040576,7.0,140.0
0.171,1.0,1.7751303961899512,1.1647091708040576,7.0,140.0
0.17200000000000001,1.0,1.7815020346170187,1.1647091708040576,7.0,140.0
0.17300000000000001,1.0,1.78790181121475,1.1647091708040576,7.0,140.0
0.17400000000000002,1.0,1.7943298756505346,1.1647091708040576,7.0,140.0
0.17500000000000002,1.0,1.8007863785295741,1.1647091708040576,7.0,140.0
0.176,1.0,1.8072714714016789,1.1647091708040576,7.0,140.0
0.177,1.0,1.8137853067681085,1.1647091708040576,7.0,140.0
0.178,1.0,1.8203280380884723,1.1647091708040576,7.0,140.0
0.179,1.0,1.8268998197876862,1.1647091708040576,7.0,140.0
0.18,1.0,1.8335008072629897,1.1647091708040576,7.0,140.0
0.181,1.0,1.840131156891015,1.1647091708040576,7.0,140.0
0.182,1.0,1.8467910260349234,1.1647091708040576,7.0,140.0
0.183,1.0,1.8534805730515942,1.1647091708040576,7.0,140.0
0.184,1.0,1.860199957298873,1.1647091708040576,7.0,140.0
0.185,1.0,1.866949339142878,1.1647091708040576,7.0,140.0
0.186,1.0,1.8737288799653824,1.1647091708040576,7.0,140.0
0.187,1.0,1.880538742171232,1.1647091708040576,7.0,140.0
0.188,1.0,1.887379089195853,1.1647091708040576,7.0,140.0
0.189,1.0,1.8942500855127955,1.1647091708040576,7.0,140.0
0.19,1.0,1.9011518966413599,1.1647091708040576,7.0,140.0
0.191,1.0,1.9080846891542818,1.1647091708040576,7.0,140.0
0.192,1.0,1.915048630685471,1.1647091708040576,7.0,140.0
0.193,1.0,1.9220438899378278,1.1647091708040576,7.0,140.0
0.194,1.0,1.9290706366911232,1.1647091708040576,7.0,140.0
0.195,1.0,1.9361290418099317,1.1647091708040576,7.0,140.0
0.196,1.0,1.9432192772516537,1.1647091708040576,7.0,140.0
0.197,1.0,1.9503415160745818,1.1647091708040576,7.0,140.0
0.198,1.0,1.9574959324460524,1.1647091708040576,7.0,140.0
0.199,1.0,1.964682701650657,1.1647091708040576,7.0,140.0
0.2,1.0,1.9719020000985177,1.1647091708040576,7.0,140.0
0.0,2.0,1.0,2.329418341608115,7.0,140.0
0.001,2.0,1.0015782401058544,2.329418341608115,7.0,140.0
0.002,2.0,1.0031595057204927,2.329418341608115,7.0,140.0
