quality_scenario,horizon_months,N_B,D_B,u,Q,z,z0,u_max,t,tn,td,reducible_loss,loss,C_train,C_att,C_quality,c,M,kkt_log_residual,bracket_expansions,logN_margin,C,L_ctx,cost,recipe,s_Q,keep,mapping,state,near_optimal_states,near_optimal_t_min,near_optimal_t_max,candidate_count,grid,share_train,share_att,share_quality,budget_relative_error,baseline_loss,baseline_N_B,baseline_D_B,loss_gain,reducible_gain_fraction
p_star,12,75.11545066693098,8347.193808827631,0.0920073258409263,0.009430830353219302,0.6210051854833257,0.5661658104446993,0.0920073258409263,1.0,0.08151626461922902,0.09906225775341772,0.1686894018156725,1.8585271719735261,3.762019348525822e+24,5.1364104171872553e+23,1.9188390857114216e+21,2.2987834350774752e+17,-0.07147369474059823,4.440892098500626e-15,0,0.9994787703303878,4.2775792293302593e+24,4096,power,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8794739142949414,0.12007750509840266,0.0004485806066558478,1.2550811644090995e-16,1.8647852523951267,75.07630846732123,8355.293770728624,0.006258080421600587,0.0357711945411888
p_star,24,84.40753200423333,9619.31230439576,0.0920073258409263,0.009430830353219302,0.6210051854833257,0.5661658104446993,0.0920073258409263,1.0,0.07834717729366,0.0952063375132896,0.1621269141596791,1.8519646843175326,4.871654467152003e+24,6.65143223248487e+23,2.2112715782181909e+21,2.2987834350774752e+17,-0.06870950813936645,2.220446049250313e-15,0,0.9995361389270876,5.539008961978709e+24,4096,power,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8795173469825358,0.12008343510801557,0.00039921790944859835,0.0,1.8579805835405414,84.36838771533377,9627.618881844708,0.006015899223008825,0.03577850936344718
p_star,0,66.83457360884597,7245.672643115992,0.0920073258409263,0.009430830353219302,0.6210051854833257,0.5661658104446993,0.0920073258409263,1.0,0.08481859682943288,0.10306493017340217,0.175513451792027,1.8653512219498805,2.905568649671624e+24,3.9670697296849904e+23,1.1463773598809689e+21,1.5821545028950835e+17,-0.07442114596733984,3.552713678800501e-15,0,0.9995967910911459,3.303422000000004e+24,4096,logarithmic,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8795632679299284,0.1200897048480329,0.0003470272220385308,1.6251962722292197e-16,1.871865303332889,66.80763074551359,7251.111084883397,0.006514081383008463,0.03578624216559892
p_star,12,75.10325244331231,8349.716774961711,0.0920073258409263,0.009430830353219302,0.6210051854833257,0.5661658104446993,0.0920073258409263,1.0,0.081520765724174,0.09905387886589083,0.168685779342659,1.8585235495005126,3.7625453206806535e+24,5.137128544502652e+23,1.3210541993404287e+21,1.5821545028950835e+17,-0.07153714645568496,8.881784197001252e-16,0,0.9996411765207345,4.2775792293302593e+24,4096,logarithmic,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8795968745317092,0.12009429326939602,0.000308832198894716,0.0,1.8647852523951267,75.07630846732123,8355.293770728624,0.006261702894614141,0.035791900600899824
p_star,24,84.39533268159748,9621.899868101811,0.0920073258409263,0.009430830353219302,0.6210051854833257,0.5661658104446993,0.0920073258409263,1.0,0.07835102746649605,0.09519917064636865,0.16212381583362218,1.8519615859914758,4.872260642384828e+24,6.652259863736085e+23,1.522333220272289e+21,1.5821545028950835e+17,-0.06876378132475125,2.6645352591003757e-15,0,0.9996806782117709,5.539008961978709e+24,4096,logarithmic,p_star,1.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8796267844716219,0.1200983769731921,0.0002748385551859558,0.0,1.8579805835405414,84.36838771533377,9627.618881844708,0.006018997549065652,0.03579693611624487
sQ_0.5,0,66.83337041804138,7245.915374501313,0.1136718029556062,0.03352353406216535,0.6353652247770848,0.5676131129031139,0.1136718029556062,1.0,0.08481911597594877,0.10306396381097413,0.17168164951974924,1.8615194196776028,2.9056136774509636e+24,3.9671312076130486e+23,1.0952017877351065e+21,1.511474715243251e+17,-0.14894876857635833,3.552713678800501e-15,0,0.9996147937740387,3.303422000000004e+24,4096,exponential,p0,0.5,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8795768985769787,0.12009156588571014,0.0003315355373110384,1.6251962722292197e-16,1.8777112837282741,66.80763074551359,7251.111084883397,0.0161918640506713,0.08618492166859971
sQ_0.5,12,75.10204915538209,8349.96571527533,0.1136718029556062,0.03352353406216535,0.6353652247770848,0.5676131129031139,0.1136718029556062,1.0,0.08152120978659978,0.09905305229920658,0.16500308176159942,1.854840851919453,3.762597213566178e+24,5.1371993955890214e+23,1.2620762051786687e+21,1.511474715243251e+17,-0.14316536285307996,1.7763568394002505e-15,0,0.9996571984309792,4.2775792293302593e+24,4096,exponential,p0,0.5,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8796090058991819,0.12009594960543496,0.0002950444953830281,1.2550811644090995e-16,1.8704038504914797,75.07630846732123,8355.293770728624,0.015562998572026698,0.08619004490362475
sQ_0.5,24,84.39412930721842,9622.15517041023,0.1136718029556062,0.03352353406216535,0.6353652247770848,0.5676131129031139,0.1136718029556062,1.0,0.07835140729843072,0.09519846366021688,0.15858441406171833,1.8484221842195718,4.872320445994327e+24,6.652341515597588e+23,1.4543644246222176e+21,1.511474715243251e+17,-0.13760545464107946,2.220446049250313e-15,0,0.9996949370922117,5.539008961978709e+24,4096,exponential,p0,0.5,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.879637581278399,0.12009985109721075,0.000262567624390099,1.9385089126420652e-16,1.8633806434848517,84.36838771533377,9627.618881844708,0.014958459265279833,0.0861946041258305
sQ_0.5,0,66.85798834046994,7240.951449207039,0.1136718029556062,0.03352353406216535,0.6353652247770848,0.5676131129031139,0.1136718029556062,1.0,0.08480849645527694,0.103083734439793,0.17169001151457816,1.8615277816724316,2.904692685389959e+24,3.965873746452424e+23,2.1419399648027479e+21,2.958091874842377e+17,-0.14886505199713376,4.440892098500626e-15,0,0.999246513835299,3.303422000000004e+24,4096,power,p0,0.5,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8792980991801701,0.12005350047473254,0.0006484003450975217,1.6251962722292197e-16,1.8777112837282741,66.80763074551359,7251.111084883397,0.016183502055842514,0.0861404130272803
sQ_0.5,12,75.12666994681535,8344.874352794599,0.1136718029556062,0.03352353406216535,0.6353652247770848,0.5676131129031139,0.1136718029556062,1.0,0.08151212560596797,0.09906996363470322,0.16501023396955647,1.85484800412741,3.761535727500266e+24,5.1357501132803623e+23,2.4684905019582243e+21,2.958091874842377e+17,-0.14309375125867071,1.3322676295501878e-15,0,0.9993294210019918,4.2775792293302593e+24,4096,power,p0,0.5,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8793608547816915,0.1200620687061936,0.000577076512115175,2.510162328818199e-16,1.8704038504914797,75.07630846732123,8355.293770728624,0.015555846364069703,0.08615043498384449
sQ_0.5,24,84.41875265256701,9616.933268915831,0.1136718029556062,0.03352353406216535,0.6353652247770848,0.5676131129031139,0.1136718029556062,1.0,0.07834363665404079,0.09521292898972697,0.15859053145443802,1.8484283016122915,4.871097065429089e+24,6.650671193332517e+23,2.8447772163681257e+21,2.958091874842377e+17,-0.13754419892421293,1.3322676295501878e-15,0,0.9994032135550341,5.539008961978709e+24,4096,power,p0,0.5,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8794167149512933,0.12006969548134992,0.0005135895673568078,0.0,1.8633806434848517,84.36838771533377,9627.618881844708,0.014952341872560115,0.08615935408875083
sQ_0.5,0,66.8405483743494,7244.467480698626,0.1136718029556062,0.03352353406216535,0.6353652247770848,0.5676131129031139,0.1136718029556062,1.0,0.08481601905415015,0.10306972878083474,0.17168408749816008,1.8615218576560135,2.9053450745402253e+24,3.966764475105588e+23,1.4004779492195495e+21,1.9331689360892726e+17,-0.14895072014070354,0.0,0,0.9995073987581709,3.303422000000004e+24,4096,logarithmic,p0,0.5,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8794955880720725,0.12008046429144031,0.0004239476364871178,0.0,1.8777112837282741,66.80763074551359,7251.111084883397,0.016189426072260593,0.08617194496760279
sQ_0.5,12,75.10922775675283,8348.480750722298,0.1136718029556062,0.03352353406216535,0.6353652247770848,0.5676131129031139,0.1136718029556062,1.0,0.0815185607305059,0.09905798335476104,0.16500516698093926,1.854842937138793,3.7622876527732074e+24,5.136776741919686e+23,1.6139023650835595e+21,1.9331689360892726e+17,-0.14316703065159025,8.881784197001252e-16,0,0.9995616183716951,4.2775792293302593e+24,4096,logarithmic,p0,0.5,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8795366376795946,0.1200860689311873,0.00037729338921823973,0.0,1.8704038504914797,75.07630846732123,8355.293770728624,0.015560913352686834,0.08617849666967083
sQ_0.5,24,84.40130848275696,9620.632224185749,0.1136718029556062,0.03352353406216535,0.6353652247770848,0.5676131129031139,0.1136718029556062,1.0,0.07834914137784574,0.09520268137639425,0.15858619755114806,1.8484239677090015,4.871963688915921e+24,6.651854423266538e+23,1.8598307361335337e+21,1.9331689360892726e+17,-0.13760688005382435,2.220446049250313e-15,0,0.9996098734715728,5.539008961978709e+24,4096,logarithmic,p0,0.5,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8795731731720293,0.12009105724375442,0.00033576958421622474,0.0,1.8633806434848517,84.36838771533377,9627.618881844708,0.014956675775850137,0.08618432718736838
sQ_2,0,66.83337041804138,7245.915374501313,0.1136718029556062,0.03352353406216535,0.6353652247770848,0.5676131129031139,0.1136718029556062,1.0,0.08481911597594877,0.10306396381097413,0.18369474065507593,1.8735325108129295,2.9056136774509636e+24,3.9671312076130486e+23,1.0952017877351065e+21,1.511474715243251e+17,-0.03716039881082157,3.552713678800501e-15,0,0.9996147937740387,3.303422000000004e+24,4096,exponential,p0,2.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8795768985769787,0.12009156588571014,0.0003315355373110384,1.6251962722292197e-16,1.8777112837282741,66.80763074551359,7251.111084883397,0.004178772915344631,0.02224248025136484
sQ_2,12,75.10204915538209,8349.96571527533,0.1136718029556062,0.03352353406216535,0.6353652247770848,0.5676131129031139,0.1136718029556062,1.0,0.08152120978659978,0.09905305229920658,0.1765488530444169,1.8663866232022703,3.762597213566178e+24,5.1371993955890214e+23,1.2620762051786687e+21,1.511474715243251e+17,-0.03572565937855737,1.7763568394002505e-15,0,0.9996571984309792,4.2775792293302593e+24,4096,exponential,p0,2.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8796090058991819,0.12009594960543496,0.0002950444953830281,1.2550811644090995e-16,1.8704038504914797,75.07630846732123,8355.293770728624,0.004017227289209391,0.022247961974844764
sQ_2,24,84.39412930721842,9622.15517041023,0.1136718029556062,0.03352353406216535,0.6353652247770848,0.5676131129031139,0.1136718029556062,1.0,0.07835140729843072,0.09519846366021688,0.16968105149556742,1.8595188216534209,4.872320445994327e+24,6.652341515597588e+23,1.4543644246222176e+21,1.511474715243251e+17,-0.03434518676869368,2.220446049250313e-15,0,0.9996949370922117,5.539008961978709e+24,4096,exponential,p0,2.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.879637581278399,0.12009985109721075,0.000262567624390099,1.9385089126420652e-16,1.8633806434848517,84.36838771533377,9627.618881844708,0.0038618218314308006,0.022252840219799896
sQ_2,0,66.85798834046994,7240.951449207039,0.1136718029556062,0.03352353406216535,0.6353652247770848,0.5676131129031139,0.1136718029556062,1.0,0.08480849645527694,0.103083734439793,0.18370368776430837,1.8735414579221619,2.904692685389959e+24,3.965873746452424e+23,2.1419399648027479e+21,2.958091874842377e+17,-0.03707123742271657,4.440892098500626e-15,0,0.999246513835299,3.303422000000004e+24,4096,power,p0,2.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8792980991801701,0.12005350047473254,0.0006484003450975217,1.6251962722292197e-16,1.8777112837282741,66.80763074551359,7251.111084883397,0.004169825806112248,0.02219485720401557
sQ_2,12,75.12666994681535,8344.874352794599,0.1136718029556062,0.03352353406216535,0.6353652247770848,0.5676131129031139,0.1136718029556062,1.0,0.08151212560596797,0.09906996363470322,0.17655650571428264,1.8663942758721361,3.761535727500266e+24,5.1357501132803623e+23,2.4684905019582243e+21,2.958091874842377e+17,-0.03564939071293534,1.3322676295501878e-15,0,0.9993294210019918,4.2775792293302593e+24,4096,power,p0,2.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8793608547816915,0.1200620687061936,0.000577076512115175,2.510162328818199e-16,1.8704038504914797,75.07630846732123,8355.293770728624,0.004009574619343592,0.0222055804275929
sQ_2,24,84.41875265256701,9616.933268915831,0.1136718029556062,0.03352353406216535,0.6353652247770848,0.5676131129031139,0.1136718029556062,1.0,0.07834363665404079,0.09521292898972697,0.16968759694100247,1.859525367098856,4.871097065429089e+24,6.650671193332517e+23,2.8447772163681257e+21,2.958091874842377e+17,-0.034279947787679454,1.3322676295501878e-15,0,0.9994032135550341,5.539008961978709e+24,4096,power,p0,2.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8794167149512933,0.12006969548134992,0.0005135895673568078,0.0,1.8633806434848517,84.36838771533377,9627.618881844708,0.0038552763859955874,0.02221512362960196
sQ_2,0,66.8405483743494,7244.467480698626,0.1136718029556062,0.03352353406216535,0.6353652247770848,0.5676131129031139,0.1136718029556062,1.0,0.08481601905415015,0.10306972878083474,0.18369734922630737,1.873535119384161,2.9053450745402253e+24,3.966764475105588e+23,1.4004779492195495e+21,1.9331689360892726e+17,-0.037160762915861525,0.0,0,0.9995073987581709,3.303422000000004e+24,4096,logarithmic,p0,2.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8794955880720725,0.12008046429144031,0.0004239476364871178,0.0,1.8777112837282741,66.80763074551359,7251.111084883397,0.004176164344113165,0.022228595530832052
sQ_2,12,75.10922775675283,8348.480750722298,0.1136718029556062,0.03352353406216535,0.6353652247770848,0.5676131129031139,0.1136718029556062,1.0,0.0815185607305059,0.09905798335476104,0.1765510841729441,1.8663888543307976,3.7622876527732074e+24,5.136776741919686e+23,1.6139023650835595e+21,1.9331689360892726e+17,-0.03572596941244196,8.881784197001252e-16,0,0.9995616183716951,4.2775792293302593e+24,4096,logarithmic,p0,2.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8795366376795946,0.1200860689311873,0.00037729338921823973,0.0,1.8704038504914797,75.07630846732123,8355.293770728624,0.004014996160682127,0.02223560567557147
sQ_2,24,84.40130848275696,9620.632224185749,0.1136718029556062,0.03352353406216535,0.6353652247770848,0.5676131129031139,0.1136718029556062,1.0,0.07834914137784574,0.09520268137639425,0.16968295978121803,1.8595207299390715,4.871963688915921e+24,6.651854423266538e+23,1.8598307361335337e+21,1.9331689360892726e+17,-0.03434545088448925,2.220446049250313e-15,0,0.9996098734715728,5.539008961978709e+24,4096,logarithmic,p0,2.0,0.5,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8795731731720293,0.12009105724375442,0.00033576958421622474,0.0,1.8633806434848517,84.36838771533377,9627.618881844708,0.0038599135457801914,0.02224184417245998
keep_20pct,0,66.85781247088607,7240.986892773857,0.1907565600886432,0.11060829119520235,0.6813102608657186,0.5676131129031139,0.1907565600886432,1.0,0.08480857230218118,0.10308359321147872,0.17419978634183317,1.8640375564996867,2.9046992626873114e+24,3.9658827266557424e+23,2.134464647118626e+21,2.947753778215943e+17,-0.07439435844333943,6.217248937900877e-15,0,0.999249144333457,3.303422000000004e+24,4096,exponential,p0,1.0,0.2,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8793000902359154,0.1200537723202103,0.00064613744387445,0.0,1.8777112837282741,66.80763074551359,7251.111084883397,0.013673727228587396,0.07278155908582638
keep_20pct,12,75.12649405016384,8344.910709741793,0.1907565600886432,0.11060829119520235,0.6813102608657186,0.5676131129031139,0.1907565600886432,1.0,0.0815121904913151,0.09906984282561464,0.16742236982039566,1.8572601399782491,3.761543308707392e+24,5.135760464155159e+23,2.4598742073516056e+21,2.947753778215943e+17,-0.07151422919387695,5.773159728050814e-15,0,0.9993317623390636,4.2775792293302593e+24,4096,exponential,p0,1.0,0.2,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8793626270941887,0.12006231068592656,0.0005750622198847613,1.2550811644090995e-16,1.8704038504914797,75.07630846732123,8355.293770728624,0.0131437105132306,0.07279169204396142
keep_20pct,24,84.41857673181855,9616.970561179876,0.1907565600886432,0.11060829119520235,0.6813102608657186,0.5676131129031139,0.1907565600886432,1.0,0.07834369216040311,0.09521282564978736,0.160908828945131,1.8507465991029846,4.871105803479621e+24,6.650683123684176e+23,2.834846130670948e+21,2.947753778215943e+17,-0.06874417582683574,2.6645352591003757e-15,0,0.9994052974632446,5.539008961978709e+24,4096,exponential,p0,1.0,0.2,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8794182924989362,0.1200699108691881,0.0005117966318758674,1.9385089126420652e-16,1.8633806434848517,84.36838771533377,9627.618881844708,0.012634044381867104,0.07280070993212948
keep_20pct,0,66.90261794125591,7231.965715795382,0.1907565600886432,0.11060829119520235,0.6813102608657186,0.5676131129031139,0.1907565600886432,1.0,0.08478925777911965,0.1031195675353719,0.17421523208294448,1.864053002240798,2.9030246354887187e+24,3.963596302320597e+23,4.037734279225402e+21,5.5831767432284166e+17,-0.07429758233486507,3.1530333899354446e-14,0,0.9985792082109795,3.303422000000004e+24,4096,power,p0,1.0,0.2,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8787931531268833,0.11998455850692379,0.0012222883661928137,0.0,1.8777112837282741,66.80763074551359,7251.111084883397,0.013658281487476165,0.07269934557516287
keep_20pct,12,75.1713094680041,8335.655456821749,0.1907565600886432,0.11060829119520235,0.6813102608657186,0.5676131129031139,0.1907565600886432,1.0,0.08149566540784016,0.09910061850672418,0.1674355819256285,1.857273352083482,3.7596128157804286e+24,5.133124697812212e+23,4.6539437686092233e+21,5.5831767432284166e+17,-0.0714314323203705,1.7763568394002505e-14,0,0.9987354073941557,4.2775792293302593e+24,4096,power,p0,1.0,0.2,A1_balanced_q01_q99,R2,R2,1.0,1.0,2,65,0.8789113220865044,0.12000069250887739,0.0010879854046181843,0.0,1.8704038504914797,75.07630846732123,8355.293770728624,0.013130498407997626,0.07271852157247297
