directory,valid_files,invalid_files,chosen_file,status
01-ai_Yi-6B,1,0,real_attachments/C_efficiency_evolution/detailed_results/01-ai_Yi-6B/results_2024-06-16T17-47-09.271300.json,usable
01-ai_Yi-6B-200K,1,0,real_attachments/C_efficiency_evolution/detailed_results/01-ai_Yi-6B-200K/results_2024-06-16T17-48-55.414532.json,usable
01-ai_Yi-6B-Chat,1,0,real_attachments/C_efficiency_evolution/detailed_results/01-ai_Yi-6B-Chat/results_2024-06-16T17-51-39.036011.json,usable
01-ai_Yi-9B,1,0,real_attachments/C_efficiency_evolution/detailed_results/01-ai_Yi-9B/results_2024-06-17T09-47-58.683900.json,usable
01-ai_Yi-9B-200K,1,0,real_attachments/C_efficiency_evolution/detailed_results/01-ai_Yi-9B-200K/results_2024-06-16T17-43-23.132103.json,usable
01-ai_Yi-Coder-9B-Chat,1,0,real_attachments/C_efficiency_evolution/detailed_results/01-ai_Yi-Coder-9B-Chat/results_2024-09-14T00-02-12.867980.json,usable
1-800-LLMs_Qwen-2.5-14B-Hindi,1,0,real_attachments/C_efficiency_evolution/detailed_results/1-800-LLMs_Qwen-2.5-14B-Hindi/results_2025-02-06T06-30-20.641880.json,usable
1-800-LLMs_Qwen-2.5-14B-Hindi-Custom-Instruct,1,0,real_attachments/C_efficiency_evolution/detailed_results/1-800-LLMs_Qwen-2.5-14B-Hindi-Custom-Instruct/results_2025-02-06T11-27-58.645224.json,usable
1024m_PHI-4-Hindi,1,0,real_attachments/C_efficiency_evolution/detailed_results/1024m_PHI-4-Hindi/results_2025-02-06T05-43-08.878637.json,usable
1024m_QWEN-14B-B100,1,0,real_attachments/C_efficiency_evolution/detailed_results/1024m_QWEN-14B-B100/results_2025-02-06T10-49-32.966803.json,usable
152334H_miqu-1-70b-sf,1,0,real_attachments/C_efficiency_evolution/detailed_results/152334H_miqu-1-70b-sf/results_2024-07-26T02-32-43.573766.json,usable
1TuanPham_T-VisStar-7B-v0.1,1,0,real_attachments/C_efficiency_evolution/detailed_results/1TuanPham_T-VisStar-7B-v0.1/results_2024-09-21T10-25-05.082341.json,usable
1TuanPham_T-VisStar-v0.1,1,0,real_attachments/C_efficiency_evolution/detailed_results/1TuanPham_T-VisStar-v0.1/results_2024-09-21T08-53-27.413933.json,usable
3rd-Degree-Burn_L-3.1-Science-Writer-8B,1,0,real_attachments/C_efficiency_evolution/detailed_results/3rd-Degree-Burn_L-3.1-Science-Writer-8B/results_2024-11-20T00-17-49.945335.json,usable
3rd-Degree-Burn_Llama-3.1-8B-Squareroot,1,0,real_attachments/C_efficiency_evolution/detailed_results/3rd-Degree-Burn_Llama-3.1-8B-Squareroot/results_2024-10-10T16-33-29.207911.json,usable
3rd-Degree-Burn_Llama-3.1-8B-Squareroot-v1,1,0,real_attachments/C_efficiency_evolution/detailed_results/3rd-Degree-Burn_Llama-3.1-8B-Squareroot-v1/results_2024-11-10T09-13-13.695538.json,usable
3rd-Degree-Burn_Llama-Squared-8B,1,0,real_attachments/C_efficiency_evolution/detailed_results/3rd-Degree-Burn_Llama-Squared-8B/results_2024-10-08T16-24-46.765820.json,usable
4season_final_model_test_v2,1,0,real_attachments/C_efficiency_evolution/detailed_results/4season_final_model_test_v2/results_2024-07-25T15-13-01.854583.json,usable
AALF_FuseChat-Llama-3.1-8B-Instruct-preview,1,0,real_attachments/C_efficiency_evolution/detailed_results/AALF_FuseChat-Llama-3.1-8B-Instruct-preview/results_2024-11-20T12-47-00.610130.json,usable
AALF_FuseChat-Llama-3.1-8B-SFT-preview,1,0,real_attachments/C_efficiency_evolution/detailed_results/AALF_FuseChat-Llama-3.1-8B-SFT-preview/results_2024-11-21T13-45-14.605333.json,usable
AALF_gemma-2-27b-it-SimPO-37K,1,0,real_attachments/C_efficiency_evolution/detailed_results/AALF_gemma-2-27b-it-SimPO-37K/results_2024-09-01T02-53-57.422115.json,usable
AALF_gemma-2-27b-it-SimPO-37K-100steps,1,0,real_attachments/C_efficiency_evolution/detailed_results/AALF_gemma-2-27b-it-SimPO-37K-100steps/results_2024-09-27T18-43-00.611233.json,usable
AELLM_gemma-2-aeria-infinity-9b,1,0,real_attachments/C_efficiency_evolution/detailed_results/AELLM_gemma-2-aeria-infinity-9b/results_2024-10-09T11-48-07.657590.json,usable
AELLM_gemma-2-lyco-infinity-9b,1,0,real_attachments/C_efficiency_evolution/detailed_results/AELLM_gemma-2-lyco-infinity-9b/results_2024-10-10T12-58-52.149709.json,usable
AGI-0_Art-v0-3B,1,0,real_attachments/C_efficiency_evolution/detailed_results/AGI-0_Art-v0-3B/results_2025-01-18T12-23-40.344038.json,usable
AGI-0_Artificium-llama3.1-8B-001,1,0,real_attachments/C_efficiency_evolution/detailed_results/AGI-0_Artificium-llama3.1-8B-001/results_2024-09-11T00-52-31.543315.json,usable
AGI-0_smartllama3.1-8B-001,1,0,real_attachments/C_efficiency_evolution/detailed_results/AGI-0_smartllama3.1-8B-001/results_2024-11-25T22-15-59.091478.json,usable
AI-MO_NuminaMath-7B-CoT,1,0,real_attachments/C_efficiency_evolution/detailed_results/AI-MO_NuminaMath-7B-CoT/results_2024-09-11T22-04-44.864778.json,usable
AI-MO_NuminaMath-7B-TIR,1,0,real_attachments/C_efficiency_evolution/detailed_results/AI-MO_NuminaMath-7B-TIR/results_2024-07-25T13-40-31.863736.json,usable
AI-Sweden-Models_Llama-3-8B-instruct,1,0,real_attachments/C_efficiency_evolution/detailed_results/AI-Sweden-Models_Llama-3-8B-instruct/results_2024-07-22T12-09-41.340187.json,usable
AI-Sweden-Models_gpt-sw3-40b,1,0,real_attachments/C_efficiency_evolution/detailed_results/AI-Sweden-Models_gpt-sw3-40b/results_2024-07-26T18-58-19.331750.json,usable
AI4free_Dhanishtha,1,0,real_attachments/C_efficiency_evolution/detailed_results/AI4free_Dhanishtha/results_2025-02-23T21-34-08.816420.json,usable
AI4free_t2,1,0,real_attachments/C_efficiency_evolution/detailed_results/AI4free_t2/results_2025-02-27T13-24-19.191994.json,usable
AIDC-AI_Marco-o1,1,0,real_attachments/C_efficiency_evolution/detailed_results/AIDC-AI_Marco-o1/results_2025-02-01T05-51-39.702980.json,usable
Aashraf995_Creative-7B-nerd,1,0,real_attachments/C_efficiency_evolution/detailed_results/Aashraf995_Creative-7B-nerd/results_2024-12-18T03-17-53.359820.json,usable
Aashraf995_Gemma-Evo-10B,1,0,real_attachments/C_efficiency_evolution/detailed_results/Aashraf995_Gemma-Evo-10B/results_2024-12-18T04-35-43.057636.json,usable
Aashraf995_Qwen-Evo-7B,1,0,real_attachments/C_efficiency_evolution/detailed_results/Aashraf995_Qwen-Evo-7B/results_2024-12-18T03-20-24.239014.json,usable
Aashraf995_QwenStock-14B,1,0,real_attachments/C_efficiency_evolution/detailed_results/Aashraf995_QwenStock-14B/results_2024-12-18T04-15-47.313168.json,usable
AbacusResearch_Jallabi-34B,1,0,real_attachments/C_efficiency_evolution/detailed_results/AbacusResearch_Jallabi-34B/results_2024-07-30T05-45-04.496708.json,usable
Ahdoot_StructuredThinker-v0.3-MoreStructure,1,0,real_attachments/C_efficiency_evolution/detailed_results/Ahdoot_StructuredThinker-v0.3-MoreStructure/results_2025-01-01T03-42-11.275880.json,usable
Ahdoot_Test_StealthThinker,1,0,real_attachments/C_efficiency_evolution/detailed_results/Ahdoot_Test_StealthThinker/results_2025-01-06T23-06-48.071737.json,usable
AicoresSecurity_Cybernet-Sec-3B-R1-V0,1,0,real_attachments/C_efficiency_evolution/detailed_results/AicoresSecurity_Cybernet-Sec-3B-R1-V0/results_2025-02-27T08-26-21.525046.json,usable
AicoresSecurity_Cybernet-Sec-3B-R1-V0-Coder,1,0,real_attachments/C_efficiency_evolution/detailed_results/AicoresSecurity_Cybernet-Sec-3B-R1-V0-Coder/results_2025-02-27T08-25-30.321172.json,usable
AicoresSecurity_Cybernet-Sec-3B-R1-V1,1,0,real_attachments/C_efficiency_evolution/detailed_results/AicoresSecurity_Cybernet-Sec-3B-R1-V1/results_2025-03-07T07-38-49.658744.json,usable
AicoresSecurity_Cybernet-Sec-3B-R1-V1.1,1,0,real_attachments/C_efficiency_evolution/detailed_results/AicoresSecurity_Cybernet-Sec-3B-R1-V1.1/results_2025-03-07T20-20-00.411476.json,usable
Alepach_notHumpback-M0,1,0,real_attachments/C_efficiency_evolution/detailed_results/Alepach_notHumpback-M0/results_2025-01-06T21-45-58.081166.json,usable
Alepach_notHumpback-M1,1,0,real_attachments/C_efficiency_evolution/detailed_results/Alepach_notHumpback-M1/results_2025-01-06T21-45-56.042287.json,usable
Alepach_notHumpback-M1-v2,1,0,real_attachments/C_efficiency_evolution/detailed_results/Alepach_notHumpback-M1-v2/results_2025-01-20T06-48-43.444170.json,usable
Alibaba-NLP_gte-Qwen2-7B-instruct,1,0,real_attachments/C_efficiency_evolution/detailed_results/Alibaba-NLP_gte-Qwen2-7B-instruct/results_2024-08-12T13-03-04.687518.json,usable
Alsebay_Qwen2.5-7B-test-novelist,1,0,real_attachments/C_efficiency_evolution/detailed_results/Alsebay_Qwen2.5-7B-test-novelist/results_2024-12-18T02-28-41.543232.json,usable
Amaorynho_BBAI2006,1,0,real_attachments/C_efficiency_evolution/detailed_results/Amaorynho_BBAI2006/results_2025-02-27T22-01-12.890348.json,usable
Amaorynho_BBAI270V4,1,0,real_attachments/C_efficiency_evolution/detailed_results/Amaorynho_BBAI270V4/results_2025-02-27T08-30-09.873664.json,usable
Amaorynho_BBAIIFEV1,1,0,real_attachments/C_efficiency_evolution/detailed_results/Amaorynho_BBAIIFEV1/results_2025-03-01T19-40-25.427409.json,usable
Amaorynho_BBAI_375,1,0,real_attachments/C_efficiency_evolution/detailed_results/Amaorynho_BBAI_375/results_2025-02-27T12-12-55.675096.json,usable
Amu_t1-1.5B,1,0,real_attachments/C_efficiency_evolution/detailed_results/Amu_t1-1.5B/results_2025-03-08T04-40-03.345654.json,usable
Amu_t1-3B,1,0,real_attachments/C_efficiency_evolution/detailed_results/Amu_t1-3B/results_2025-03-13T16-46-20.235537.json,usable
ArliAI_ArliAI-RPMax-12B-v1.1,1,0,real_attachments/C_efficiency_evolution/detailed_results/ArliAI_ArliAI-RPMax-12B-v1.1/results_2024-09-14T01-35-22.892458.json,usable
ArliAI_Llama-3.1-8B-ArliAI-RPMax-v1.1,1,0,real_attachments/C_efficiency_evolution/detailed_results/ArliAI_Llama-3.1-8B-ArliAI-RPMax-v1.1/results_2024-09-19T08-16-03.312956.json,usable
Arthur-LAGACHERIE_Precis-1B-Instruct,1,0,real_attachments/C_efficiency_evolution/detailed_results/Arthur-LAGACHERIE_Precis-1B-Instruct/results_2025-01-20T02-26-42.196441.json,usable
Artples_L-MChat-7b,1,0,real_attachments/C_efficiency_evolution/detailed_results/Artples_L-MChat-7b/results_2024-08-21T15-54-00.632996.json,usable
Artples_L-MChat-Small,1,0,real_attachments/C_efficiency_evolution/detailed_results/Artples_L-MChat-Small/results_2024-08-12T20-08-53.082655.json,usable
Aryanne_QwentileSwap,1,0,real_attachments/C_efficiency_evolution/detailed_results/Aryanne_QwentileSwap/results_2025-03-14T11-42-48.673718.json,usable
Aryanne_SHBA,1,0,real_attachments/C_efficiency_evolution/detailed_results/Aryanne_SHBA/results_2025-01-14T02-47-19.535563.json,usable
Aryanne_SuperHeart,1,0,real_attachments/C_efficiency_evolution/detailed_results/Aryanne_SuperHeart/results_2024-09-23T11-59-42.090754.json,usable
AtAndDev_Qwen2.5-1.5B-continuous-learnt,1,0,real_attachments/C_efficiency_evolution/detailed_results/AtAndDev_Qwen2.5-1.5B-continuous-learnt/results_2024-10-15T04-55-44.027283.json,usable
Ateron_Glowing-Forest-12B,1,0,real_attachments/C_efficiency_evolution/detailed_results/Ateron_Glowing-Forest-12B/results_2025-03-06T15-03-45.762050.json,usable
Ateron_Lotus-Magpic,1,0,real_attachments/C_efficiency_evolution/detailed_results/Ateron_Lotus-Magpic/results_2025-03-05T13-12-09.385184.json,usable
Ateron_Way_of_MagPicaro,1,0,real_attachments/C_efficiency_evolution/detailed_results/Ateron_Way_of_MagPicaro/results_2025-03-05T15-31-39.956586.json,usable
AuraIndustries_Aura-4B,1,0,real_attachments/C_efficiency_evolution/detailed_results/AuraIndustries_Aura-4B/results_2024-12-18T03-06-02.963485.json,usable
AuraIndustries_Aura-8B,1,0,real_attachments/C_efficiency_evolution/detailed_results/AuraIndustries_Aura-8B/results_2024-12-11T04-50-16.483325.json,usable
AuraIndustries_Aura-MoE-2x4B,1,0,real_attachments/C_efficiency_evolution/detailed_results/AuraIndustries_Aura-MoE-2x4B/results_2024-12-18T04-41-59.014444.json,usable
AuraIndustries_Aura-MoE-2x4B-v2,1,0,real_attachments/C_efficiency_evolution/detailed_results/AuraIndustries_Aura-MoE-2x4B-v2/results_2024-12-18T04-58-06.054592.json,usable
Aurel9_testmerge-7b,1,0,real_attachments/C_efficiency_evolution/detailed_results/Aurel9_testmerge-7b/results_2024-11-20T00-59-08.345134.json,usable
Ayush-Singh_Llama1B-sft-2,1,0,real_attachments/C_efficiency_evolution/detailed_results/Ayush-Singh_Llama1B-sft-2/results_2025-02-05T09-53-28.796940.json,usable
Azure99_Blossom-V6-14B,1,0,real_attachments/C_efficiency_evolution/detailed_results/Azure99_Blossom-V6-14B/results_2025-02-01T09-24-58.712862.json,usable
Azure99_Blossom-V6-7B,1,0,real_attachments/C_efficiency_evolution/detailed_results/Azure99_Blossom-V6-7B/results_2025-02-01T08-37-59.351105.json,usable
Azure99_blossom-v5-32b,1,0,real_attachments/C_efficiency_evolution/detailed_results/Azure99_blossom-v5-32b/results_2024-09-27T16-03-40.225448.json,usable
Azure99_blossom-v5-llama3-8b,1,0,real_attachments/C_efficiency_evolution/detailed_results/Azure99_blossom-v5-llama3-8b/results_2024-09-21T11-45-04.971156.json,usable
Azure99_blossom-v5.1-34b,1,0,real_attachments/C_efficiency_evolution/detailed_results/Azure99_blossom-v5.1-34b/results_2024-07-17T02-52-19.756120.json,usable
Azure99_blossom-v5.1-9b,1,0,real_attachments/C_efficiency_evolution/detailed_results/Azure99_blossom-v5.1-9b/results_2024-07-17T00-49-16.822666.json,usable
BAAI_Gemma2-9B-IT-Simpo-Infinity-Preference,1,0,real_attachments/C_efficiency_evolution/detailed_results/BAAI_Gemma2-9B-IT-Simpo-Infinity-Preference/results_2024-09-03T10-12-22.221077.json,usable
BAAI_Infinity-Instruct-3M-0613-Llama3-70B,1,0,real_attachments/C_efficiency_evolution/detailed_results/BAAI_Infinity-Instruct-3M-0613-Llama3-70B/results_2024-07-25T07-35-25.760033.json,usable
BAAI_Infinity-Instruct-3M-0613-Mistral-7B,1,0,real_attachments/C_efficiency_evolution/detailed_results/BAAI_Infinity-Instruct-3M-0613-Mistral-7B/results_2024-07-22T10-30-55.104090.json,usable
BAAI_Infinity-Instruct-3M-0625-Llama3-70B,1,0,real_attachments/C_efficiency_evolution/detailed_results/BAAI_Infinity-Instruct-3M-0625-Llama3-70B/results_2024-09-03T00-17-17.935598.json,usable
BAAI_Infinity-Instruct-3M-0625-Llama3-8B,1,0,real_attachments/C_efficiency_evolution/detailed_results/BAAI_Infinity-Instruct-3M-0625-Llama3-8B/results_2024-07-25T14-21-16.697446.json,usable
BAAI_Infinity-Instruct-3M-0625-Mistral-7B,1,0,real_attachments/C_efficiency_evolution/detailed_results/BAAI_Infinity-Instruct-3M-0625-Mistral-7B/results_2024-08-12T18-08-03.104883.json,usable
BAAI_Infinity-Instruct-3M-0625-Qwen2-7B,1,0,real_attachments/C_efficiency_evolution/detailed_results/BAAI_Infinity-Instruct-3M-0625-Qwen2-7B/results_2024-08-12T18-24-56.268433.json,usable
BAAI_Infinity-Instruct-3M-0625-Yi-1.5-9B,1,0,real_attachments/C_efficiency_evolution/detailed_results/BAAI_Infinity-Instruct-3M-0625-Yi-1.5-9B/results_2024-08-21T05-35-19.299638.json,usable
BAAI_Infinity-Instruct-7M-0729-Llama3_1-8B,1,0,real_attachments/C_efficiency_evolution/detailed_results/BAAI_Infinity-Instruct-7M-0729-Llama3_1-8B/results_2024-08-12T13-18-16.514134.json,usable
BAAI_Infinity-Instruct-7M-0729-mistral-7B,1,0,real_attachments/C_efficiency_evolution/detailed_results/BAAI_Infinity-Instruct-7M-0729-mistral-7B/results_2024-08-12T13-10-51.363675.json,usable
BAAI_Infinity-Instruct-7M-Gen-Llama3_1-70B,1,0,real_attachments/C_efficiency_evolution/detailed_results/BAAI_Infinity-Instruct-7M-Gen-Llama3_1-70B/results_2024-09-29T01-05-56.315539.json,usable
BAAI_Infinity-Instruct-7M-Gen-Llama3_1-8B,1,0,real_attachments/C_efficiency_evolution/detailed_results/BAAI_Infinity-Instruct-7M-Gen-Llama3_1-8B/results_2024-09-02T15-50-11.409871.json,usable
BAAI_Infinity-Instruct-7M-Gen-mistral-7B,1,0,real_attachments/C_efficiency_evolution/detailed_results/BAAI_Infinity-Instruct-7M-Gen-mistral-7B/results_2024-09-02T15-46-52.517392.json,usable
BAAI_OPI-Llama-3.1-8B-Instruct,1,0,real_attachments/C_efficiency_evolution/detailed_results/BAAI_OPI-Llama-3.1-8B-Instruct/results_2024-09-23T11-57-00.029469.json,usable
BEE-spoke-data_Meta-Llama-3-8Bee,1,0,real_attachments/C_efficiency_evolution/detailed_results/BEE-spoke-data_Meta-Llama-3-8Bee/results_2024-07-25T12-24-55.860310.json,usable
BEE-spoke-data_smol_llama-101M-GQA,1,0,real_attachments/C_efficiency_evolution/detailed_results/BEE-spoke-data_smol_llama-101M-GQA/results_2024-08-13T08-16-04.970628.json,usable
BEE-spoke-data_smol_llama-220M-GQA,1,0,real_attachments/C_efficiency_evolution/detailed_results/BEE-spoke-data_smol_llama-220M-GQA/results_2024-06-26T23-24-10.372392.json,usable
BEE-spoke-data_smol_llama-220M-GQA-fineweb_edu,1,0,real_attachments/C_efficiency_evolution/detailed_results/BEE-spoke-data_smol_llama-220M-GQA-fineweb_edu/results_2024-07-18T11-09-45.118921.json,usable
BEE-spoke-data_smol_llama-220M-openhermes,1,0,real_attachments/C_efficiency_evolution/detailed_results/BEE-spoke-data_smol_llama-220M-openhermes/results_2024-09-21T20-51-56.948604.json,usable
BEE-spoke-data_tFINE-900m-e16-d32-flan,1,0,real_attachments/C_efficiency_evolution/detailed_results/BEE-spoke-data_tFINE-900m-e16-d32-flan/results_2024-09-14T06-01-16.457735.json,usable
BEE-spoke-data_tFINE-900m-e16-d32-flan-infinity-instruct-7m-T2T_en-1024,1,0,real_attachments/C_efficiency_evolution/detailed_results/BEE-spoke-data_tFINE-900m-e16-d32-flan-infinity-instruct-7m-T2T_en-1024/results_2024-09-14T09-26-54.566432.json,usable
BEE-spoke-data_tFINE-900m-e16-d32-instruct_2e,1,0,real_attachments/C_efficiency_evolution/detailed_results/BEE-spoke-data_tFINE-900m-e16-d32-instruct_2e/results_2024-09-23T16-45-27.487413.json,usable
BEE-spoke-data_tFINE-900m-instruct-orpo,1,0,real_attachments/C_efficiency_evolution/detailed_results/BEE-spoke-data_tFINE-900m-instruct-orpo/results_2024-09-23T17-46-03.770289.json,usable
BSC-LT_salamandra-7b,1,0,real_attachments/C_efficiency_evolution/detailed_results/BSC-LT_salamandra-7b/results_2024-11-22T08-16-09.604171.json,usable
BSC-LT_salamandra-7b-instruct,1,0,real_attachments/C_efficiency_evolution/detailed_results/BSC-LT_salamandra-7b-instruct/results_2024-11-22T08-58-14.996318.json,usable
Ba2han_Llama-Phi-3_DoRA,1,0,real_attachments/C_efficiency_evolution/detailed_results/Ba2han_Llama-Phi-3_DoRA/results_2024-07-29T08-29-23.036311.json,usable
Baptiste-HUVELLE-10_LeTriomphant2.2_ECE_iLAB,1,0,real_attachments/C_efficiency_evolution/detailed_results/Baptiste-HUVELLE-10_LeTriomphant2.2_ECE_iLAB/results_2025-03-01T08-30-05.978173.json,usable
BenevolenceMessiah_Qwen2.5-72B-2x-Instruct-TIES-v1.0,1,0,real_attachments/C_efficiency_evolution/detailed_results/BenevolenceMessiah_Qwen2.5-72B-2x-Instruct-TIES-v1.0/results_2024-11-25T10-42-51.480482.json,usable
BenevolenceMessiah_Yi-Coder-9B-Chat-Instruct-TIES-MoE-v1.0,1,0,real_attachments/C_efficiency_evolution/detailed_results/BenevolenceMessiah_Yi-Coder-9B-Chat-Instruct-TIES-MoE-v1.0/results_2024-09-28T01-29-46.479228.json,usable
BlackBeenie_Bloslain-8B-v0.2,1,0,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Bloslain-8B-v0.2/results_2024-11-20T00-14-46.384603.json,usable
BlackBeenie_Llama-3.1-8B-OpenO1-SFT-v0.1,1,0,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Llama-3.1-8B-OpenO1-SFT-v0.1/results_2024-12-29T05-50-35.952715.json,usable
BlackBeenie_Llama-3.1-8B-pythonic-passthrough-merge,1,0,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Llama-3.1-8B-pythonic-passthrough-merge/results_2024-11-06T21-15-20.894828.json,usable
BlackBeenie_Neos-Gemma-2-9b,1,0,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Neos-Gemma-2-9b/results_2024-11-11T12-49-01.846333.json,usable
BlackBeenie_Neos-Llama-3.1-8B,1,0,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Neos-Llama-3.1-8B/results_2024-11-12T13-25-16.816634.json,usable
BlackBeenie_Neos-Llama-3.1-base,1,0,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Neos-Llama-3.1-base/results_2024-11-11T14-31-42.592878.json,usable
BlackBeenie_Neos-Phi-3-14B-v0.1,1,0,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_Neos-Phi-3-14B-v0.1/results_2024-11-27T15-11-29.345795.json,usable
BlackBeenie_llama-3-luminous-merged,1,0,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_llama-3-luminous-merged/results_2024-10-11T13-21-44.421484.json,usable
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,1,0,real_attachments/C_efficiency_evolution/detailed_results/BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco/results_2024-10-19T11-26-56.879492.json,usable
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,1,0,real_attachments/C_efficiency_evolution/detailed_results/Bllossom_llama-3.2-Korean-Bllossom-AICA-5B/results_2024-12-18T04-48-36.945827.json,usable
BoltMonkey_DreadMix,1,0,real_attachments/C_efficiency_evolution/detailed_results/BoltMonkey_DreadMix/results_2024-10-15T10-14-27.298886.json,usable
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,1,0,real_attachments/C_efficiency_evolution/detailed_results/BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated/results_2024-10-02T01-12-39.953335.json,usable
BoltMonkey_SuperNeuralDreadDevil-8b,1,0,real_attachments/C_efficiency_evolution/detailed_results/BoltMonkey_SuperNeuralDreadDevil-8b/results_2024-10-15T04-58-27.394066.json,usable
BrainWave-ML_llama3.2-3B-maths-orpo,1,0,real_attachments/C_efficiency_evolution/detailed_results/BrainWave-ML_llama3.2-3B-maths-orpo/results_2024-10-25T15-23-53.121910.json,usable
BramVanroy_GEITje-7B-ultra,1,0,real_attachments/C_efficiency_evolution/detailed_results/BramVanroy_GEITje-7B-ultra/results_2024-10-28T15-46-03.761866.json,usable
BramVanroy_fietje-2,1,0,real_attachments/C_efficiency_evolution/detailed_results/BramVanroy_fietje-2/results_2024-10-28T15-01-12.007604.json,usable
BramVanroy_fietje-2-chat,1,0,real_attachments/C_efficiency_evolution/detailed_results/BramVanroy_fietje-2-chat/results_2024-10-28T15-30-42.669861.json,usable
BramVanroy_fietje-2-instruct,1,0,real_attachments/C_efficiency_evolution/detailed_results/BramVanroy_fietje-2-instruct/results_2024-10-29T06-19-03.359209.json,usable
CYFRAGOVPL_Llama-PLLuM-8B-base,1,0,real_attachments/C_efficiency_evolution/detailed_results/CYFRAGOVPL_Llama-PLLuM-8B-base/results_2025-02-28T14-13-32.792972.json,usable
CYFRAGOVPL_Llama-PLLuM-8B-chat,1,0,real_attachments/C_efficiency_evolution/detailed_results/CYFRAGOVPL_Llama-PLLuM-8B-chat/results_2025-02-28T13-53-42.976676.json,usable
CYFRAGOVPL_PLLuM-12B-base,1,0,real_attachments/C_efficiency_evolution/detailed_results/CYFRAGOVPL_PLLuM-12B-base/results_2025-02-28T14-26-10.371596.json,usable
CYFRAGOVPL_PLLuM-12B-chat,1,0,real_attachments/C_efficiency_evolution/detailed_results/CYFRAGOVPL_PLLuM-12B-chat/results_2025-02-28T14-04-50.916092.json,usable
CYFRAGOVPL_PLLuM-12B-nc-base,1,0,real_attachments/C_efficiency_evolution/detailed_results/CYFRAGOVPL_PLLuM-12B-nc-base/results_2025-02-28T14-13-34.734587.json,usable
CYFRAGOVPL_PLLuM-12B-nc-chat,1,0,real_attachments/C_efficiency_evolution/detailed_results/CYFRAGOVPL_PLLuM-12B-nc-chat/results_2025-02-28T14-03-56.285441.json,usable
CarrotAI_Llama-3.2-Rabbit-Ko-3B-Instruct,1,0,real_attachments/C_efficiency_evolution/detailed_results/CarrotAI_Llama-3.2-Rabbit-Ko-3B-Instruct/results_2024-12-20T07-08-53.216233.json,usable
