N,parameter_term,D,data_term
1.2745128253486047,0.32594880245392077,10.366146422147287,0.6445464476733818
1.319189734104374,0.3221529924903881,10.916907515519277,0.6352747515456056
1.3654327519931961,0.3184013863195087,11.496930956693356,0.6261364272630956
1.4132967775719527,0.31469346916965185,12.10777147604028,0.6171295562934853
1.4628386338174042,0.31102873226391736,12.751066407915342,0.6082522477021859
1.5141171355850098,0.30740667275032485,13.428540079469704,0.5995026377553956
1.5671931594324557,0.30382679363281506,14.142008432642589,0.590878889528821
1.6221297158907861,0.3002886037030556,14.89338389172323,0.5823791925220272
1.6789920242689322,0.29679161747304017,15.684680489530214,0.5740017622783343
1.7378475900804493,0.2933353551084733,16.51801926594841,0.5657448400101822
1.7987662851843778,0.28991934236293004,17.39563395329418,0.5576066922298849
1.8618204307353694,0.2865431105127835,18.319876963748445,0.5495856103856954
1.9270848830415592,0.283206196292889,19.29322569490639,0.5416799105031065
1.9946371224321051,0.2799081418330181,20.318289170345707,0.5338879328313116
2.064557345239902,0.2766484945950324,21.397815033013362,0.5262080414947499
2.136928559008667,0.273426807310789,22.534696910176056,0.5186386241496653
2.2118366810374233,0.27024263792076975,23.731982169675984,0.5111780916456056
2.289370640379373,0.26709554951342385,24.992880088282458,0.5038248776917894
2.369622483416253,0.2639851102652182,26.320770454033823,0.49657743852827496
2.452687483133498,0.26091089338138523,27.719212625628565,0.48943425260185647
2.538664252225956,0.2578724770373605,29.191955073148385,0.4823938202466242
2.627654860168414,0.254869444320903,30.742945425686994,0.47545466336911996
2.719764954389936,0.25190138317488886,32.37634105281718,0.46861532513801957
2.815103885695851,0.24896788634077158,34.09652020825887,0.4618743696782814
2.9137848380863023,0.24606855130270047,35.90809376561855,0.45523038176969366
3.015924963125467,0.24320298023229017,37.815917577657586,0.44868196654975767
3.1216455190209706,0.24037077993403297,39.82510549221742,0.44222774922084546
3.2310720145786043,0.23757156179134717,41.94104305969052,0.43586637476157025
3.344334358203247,0.2348049417132535,44.16940196877987,0.429596507642308
3.461567012122883,0.23207054008167247,46.516155249240796,0.4234168315448117
3.5829091520188037,0.2293679816993359,48.98759328235571,0.4173260490858592
3.708504832251501,0.22669689573830432,51.59034066205783,0.4113228815448751
3.8385031568784123,0.22405691568908467,54.33137395189852,0.4054060685954724
3.9730584566665352,0.22144767931033998,57.218040385455545,0.3995743680408551
4.112330472310064,0.21886882857918505,60.25807756030842,0.39382655555302604
4.2564845440705525,0.21632000964206055,63.459634178368944,0.38816142441574797
4.405691808064752,0.2138008727661799,66.83129188816085,0.3825777852712014
4.560129399433134,0.2113110722915407,70.3820882875968,0.3770744658702858
4.719980662630309,0.2088502665834958,74.12154114890905,0.371650310826514
4.885435369086991,0.20641811798587623,78.05967393066976,0.36630418137344617
5.056689942501902,0.20401429277466004,82.20704264528335,0.36103495512561273
5.233947692031085,0.2016384611121811,86.57476415396863,0.3558415258428775
5.417419053651461,0.19929029700187054,91.17454596507528,0.35072280319818894
5.607321839985174,0.1969694782435257,96.01871761560638,0.3456777125486734
5.803881498881292,0.19467568638910002,101.12026372006443,0.34070519471002086
6.007331381061877,0.19240860669900736,106.49285877520833,0.3358042057341157
6.21791301715013,0.19016792809893554,112.15090381401204,0.3309737166898666
6.435876404409527,0.18795334313716275,118.1095650070754,0.3262127134471894
6.661480303534329,0.18576454794237085,124.38481431495771,0.32152019646409635
6.89499254584382,0.18360124218195017,130.99347230039913,0.3168951805768494
7.136690351244964,0.1814631290207897,137.95325321518735,0.3123366947931311
7.386860657340978,0.17934991508054732,145.28281248252404,0.30784378208819085
7.645800460076452,0.17726131039939433,153.00179670216414,0.30341549920392397
7.913817166323585,0.17519702839222848,161.13089631236497,0.2990509164508408
8.191228958827883,0.17315678581135094,169.69190104980575,0.2947491175128841
8.478365173946846,0.17114030270760047,178.70775835613176,0.2905091992550544
8.775566692629802,0.16914730239194098,188.20263488768393,0.2863302715338031
9.083186345103332,0.16717751139749554,198.20198129328483,0.28221145701015166
9.401589329742446,0.16523065944202345,208.7326004337167,0.27815189096550097
9.731153646625046,0.1633064793908334,219.8227192257526,0.27415072112008865
10.072270546284111,0.16140470722012942,231.50206430331343,0.2702071074540581
10.425344994190652,0.1595250819807826,243.80194169855798,0.2663202220311027
10.790796151518526,0.15766734576252603,256.7553207564911,0.262489248824645
11.169057872762204,0.15583124365856518,270.39692250801545,0.2587133835465175
11.560579220797921,0.154016523730602,284.76331273830954,0.2549918334781079
11.965825,0.1522229369742649,299.893,0.25132381730393216
